"Time (s)","Sound pressure level (dB)"
1.203212892E1,-4.482521338E1
1.213982371E1,-4.533412562E1
1.224781738E1,-4.575343612E1
1.235564433E1,-4.633808979E1
1.246330608E1,-4.743019619E1
1.257121862E1,-4.769851110E1
1.267910058E1,-4.847053943E1
1.278703900E1,-4.870886974E1
1.289483396E1,-4.941432206E1
1.300277783E1,-4.977228795E1
1.311068213E1,-5.001690358E1
1.321851037E1,-5.052564888E1
1.332639892E1,-5.091413371E1
1.343210696E1,-5.139614359E1
1.354079104E1,-5.162528841E1
1.364867533E1,-5.214633444E1
1.375741742E1,-5.247295249E1
1.386542604E1,-5.273662215E1
1.397332758E1,-5.320742658E1
1.408207287E1,-5.388044325E1
1.419074321E1,-5.396137141E1
1.429871737E1,-5.442812297E1
1.440728325E1,-5.430573257E1
1.451528437E1,-5.485272740E1
1.462393492E1,-5.514957846E1
1.473189583E1,-5.571282798E1
1.484048779E1,-5.608783212E1
1.494860938E1,-5.604108980E1
1.505739454E1,-5.647030638E1
1.516532462E1,-5.663114094E1
1.527410771E1,-5.677883235E1
1.538183654E1,-5.759939641E1
1.548968217E1,-5.787583706E1
1.559443608E1,-5.813588704E1
1.569851033E1,-5.839905654E1
1.580708746E1,-5.813525224E1
1.591528742E1,-5.859417439E1
1.602406663E1,-5.863145107E1
1.613191571E1,-5.908370876E1
1.624063104E1,-5.945784114E1
1.634865683E1,-6.018454735E1
1.645752571E1,-6.021873771E1
1.656526846E1,-5.950343086E1
1.667138025E1,-6.000253326E1
1.677498642E1,-6.108078717E1
1.688166342E1,-5.950892745E1
1.699028963E1,-6.135111863E1
1.709857258E1,-6.210953136E1
1.720738708E1,-5.941699404E1
1.731512692E1,-6.718938941E1
1.742376492E1,-6.629323532E1
1.753206925E1,-2.541700355E1
1.764069983E1,-2.558835934E1
1.774843996E1,-2.691329992E1
1.785586087E1,-2.851817063E1
1.796254104E1,-3.032144581E1
1.807112108E1,-3.426444607E1
1.817973904E1,-3.567537231E1
1.828533850E1,-3.760880901E1
1.839217762E1,-3.770324990E1
1.849836633E1,-3.757455143E1
1.860572262E1,-3.622898233E1
1.871426788E1,-3.567811357E1
1.882296379E1,-3.453320144E1
1.893174204E1,-3.418340280E1
1.904096654E1,-3.350523297E1
1.914834217E1,-3.328374373E1
1.925521554E1,-3.302674598E1
1.936428171E1,-3.297162792E1
1.947275188E1,-3.299524539E1
1.958124396E1,-3.318458103E1
1.968805962E1,-3.326844897E1
1.979255083E1,-3.366295728E1
1.989833975E1,-3.379598963E1
2.000559229E1,-3.413751974E1
2.011432646E1,-3.436401057E1
2.021872625E1,-3.474550057E1
2.032260087E1,-3.515788338E1
2.043118979E1,-3.543533661E1
2.053984167E1,-3.593425073E1
2.064827325E1,-3.619515536E1
2.075710779E1,-3.684977797E1
2.086502892E1,-3.716961709E1
2.097042296E1,-3.777600444E1
2.107926454E1,-3.879151922E1
2.118791975E1,-3.932508974E1
2.129400975E1,-3.985499020E1
2.139825408E1,-4.042197563E1
2.150704112E1,-4.090786476E1
2.161495983E1,-4.158122468E1
2.172364621E1,-4.209197594E1
2.183153929E1,-4.260373299E1
2.194011942E1,-4.319465978E1
2.204831517E1,-4.366748494E1
2.215711450E1,-4.436123812E1
2.226500429E1,-4.463978273E1
2.237367063E1,-4.558453769E1
2.248140383E1,-4.643494650E1
2.259016604E1,-4.666213338E1
2.269814417E1,-4.725951150E1
2.280499946E1,-4.759127197E1
2.291327358E1,-4.800055650E1
2.302220208E1,-4.835883548E1
2.313078375E1,-4.873599602E1
2.323950892E1,-4.943391040E1
2.334819408E1,-4.960861280E1
2.345677471E1,-4.996739202E1
2.356494450E1,-5.016138104E1
2.367372067E1,-5.103909822E1
2.378132371E1,-5.132231273E1
2.388975383E1,-5.144993273E1
2.399814296E1,-5.204806982E1
2.410711004E1,-5.249578150E1
2.421489246E1,-5.279099536E1
2.431975183E1,-5.321391719E1
2.442840375E1,-5.287370197E1
2.453301921E1,-5.318654156E1
2.464185988E1,-5.390655842E1
2.474820554E1,-5.366914232E1
2.485627763E1,-5.468156612E1
2.496474783E1,-5.266466662E1
2.507316487E1,-5.399643571E1
2.518132113E1,-5.542239035E1
2.528539046E1,-5.628982413E1
2.539397804E1,-5.581087676E1
2.549813375E1,-5.652054835E1
2.560695946E1,-5.681417147E1
2.571477938E1,-5.728725169E1
2.582116154E1,-5.749157266E1
2.592979996E1,-5.792818911E1
2.603815583E1,-5.806827059E1
2.614676458E1,-5.841851519E1
2.625557187E1,-5.898520130E1
2.636308487E1,-5.859323799E1
2.647195604E1,-5.960281957E1
2.658103463E1,-5.989020725E1
2.668803704E1,-6.005901392E1
2.679664650E1,-6.080216691E1
2.690543517E1,-6.063934479E1
2.701405758E1,-6.105013244E1
2.712275829E1,-6.182039270E1
2.723131712E1,-6.156538862E1
2.733994408E1,-6.756452549E1
2.744795300E1,-5.168000217E1
2.755676692E1,-2.527618259E1
2.766467554E1,-2.641302808E1
2.777347804E1,-2.770583796E1
2.788121150E1,-3.128140346E1
2.798984417E1,-3.258373533E1
2.809799888E1,-3.549432090E1
2.820674029E1,-3.678466859E1
2.831461162E1,-3.919423386E1
2.842323292E1,-3.944460894E1
2.853127475E1,-3.904093315E1
2.864010267E1,-3.780878897E1
2.874788296E1,-3.682303599E1
2.885567842E1,-3.576322135E1
2.896448929E1,-3.509765109E1
2.907302075E1,-3.402480241E1
2.918099629E1,-3.388644284E1
2.928950717E1,-3.365653133E1
2.939785067E1,-3.363387015E1
2.950646908E1,-3.362132516E1
2.961454517E1,-3.370500376E1
2.972325242E1,-3.383630420E1
2.983108425E1,-3.413822393E1
2.993986867E1,-3.418689837E1
3.004792521E1,-3.457075680E1
3.015675892E1,-3.473642186E1
3.026457787E1,-3.516234733E1
3.036994904E1,-3.580707281E1
3.047845921E1,-3.614086661E1
3.058640067E1,-3.663084531E1
3.069041858E1,-3.707870397E1
3.079771071E1,-3.746335133E1
3.090343804E1,-3.800493407E1
3.101036050E1,-3.846717893E1
3.111437917E1,-3.904203416E1
3.121994221E1,-3.959904225E1
3.132860492E1,-4.006702634E1
3.143761275E1,-4.063747472E1
3.154635942E1,-4.121382952E1
3.165537658E1,-4.185131227E1
3.176393758E1,-4.231608569E1
3.187161233E1,-4.299778454E1
3.197813512E1,-4.415482892E1
3.208720971E1,-4.466583412E1
3.219141425E1,-4.520113155E1
3.229766967E1,-4.575416040E1
3.240205758E1,-4.630701579E1
3.251077283E1,-4.694327681E1
3.262213363E1,-4.727730548E1
3.273087483E1,-4.803079435E1
3.283961317E1,-4.832759123E1
3.294770883E1,-4.910048002E1
3.305648267E1,-4.939319123E1
3.316432088E1,-4.991356618E1
3.326985521E1,-5.080153605E1
3.337832650E1,-5.129567367E1
3.348701417E1,-5.154923018E1
3.359563496E1,-5.212954239E1
3.370463033E1,-5.218860710E1
3.381337854E1,-5.277104039E1
3.392219358E1,-5.305246393E1
3.403092129E1,-5.316025838E1
3.413966958E1,-5.366876034E1
3.424761137E1,-5.367349650E1
3.435644279E1,-5.429540737E1
3.446428062E1,-5.431540336E1
3.457281925E1,-5.467594787E1
3.468082087E1,-5.499047367E1
3.478959867E1,-5.526171718E1
3.489747137E1,-5.553064979E1
3.500447371E1,-5.600431968E1
3.511316846E1,-5.608139120E1
3.521970542E1,-5.675484606E1
3.532833075E1,-5.679997391E1
3.543715254E1,-5.726854690E1
3.554572263E1,-5.719699078E1
3.565455513E1,-5.758633616E1
3.576331908E1,-5.788513081E1
3.587195008E1,-5.858567203E1
3.598062775E1,-5.849735965E1
3.608916900E1,-5.865811620E1
3.619752425E1,-5.909728572E1
3.630609587E1,-5.926866707E1
3.641415354E1,-5.831809416E1
3.652312900E1,-5.913339408E1
3.663084217E1,-5.925490251E1
3.673959446E1,-5.943311892E1
3.684750579E1,-6.045911800E1
3.695614854E1,-6.001117804E1
3.706384363E1,-6.448393309E1
3.717249608E1,-6.835331028E1
3.728065379E1,-6.152616360E1
3.738919883E1,-2.612154677E1
3.749752087E1,-2.669654343E1
3.760637804E1,-2.849477607E1
3.771404654E1,-2.992239598E1
3.781807613E1,-3.185299254E1
3.792434542E1,-3.342226329E1
3.803080762E1,-3.576556354E1
3.813955550E1,-3.699962020E1
3.824739471E1,-3.886252846E1
3.835625137E1,-3.843599340E1
3.846406321E1,-3.792613294E1
3.857004221E1,-3.656156939E1
3.867867392E1,-3.466432642E1
3.878332300E1,-3.396611473E1
3.888989929E1,-3.351482776E1
3.899762192E1,-3.303127928E1
3.910629804E1,-3.286463457E1
3.921401025E1,-3.278079321E1
3.932276346E1,-3.269140230E1
3.943079533E1,-3.284060474E1
3.953941958E1,-3.284659716E1
3.964725512E1,-3.309127926E1
3.975599342E1,-3.331245570E1
3.986411392E1,-3.364587650E1
3.997262050E1,-3.425880770E1
4.008069696E1,-3.449543248E1
4.018932733E1,-3.501557231E1
4.029725333E1,-3.530084877E1
4.040463825E1,-3.577291203E1
4.051300237E1,-3.614541356E1
4.062172054E1,-3.673168970E1
4.073045667E1,-3.715756502E1
4.083918392E1,-3.766017325E1
4.094738029E1,-3.819622361E1
4.105616767E1,-3.868073920E1
4.116399550E1,-3.930487140E1
4.127270542E1,-4.038814320E1
4.138050133E1,-4.099472879E1
4.148894833E1,-4.156400326E1
4.159734383E1,-4.226391460E1
4.170626567E1,-4.268609328E1
4.181390517E1,-4.343348553E1
4.192267083E1,-4.380855186E1
4.203060046E1,-4.463345925E1
4.213934642E1,-4.512201946E1
4.224728696E1,-4.566512474E1
4.235589325E1,-4.620922216E1
4.246378758E1,-4.675867017E1
4.257245108E1,-4.780645616E1
4.268035337E1,-4.852760196E1
4.278898171E1,-4.866674432E1
4.289712746E1,-4.947273964E1
4.300585029E1,-4.971360001E1
4.311382396E1,-5.029604126E1
4.322060108E1,-5.062966231E1
4.332935058E1,-5.105893692E1
4.343808429E1,-5.148279374E1
4.354690850E1,-5.161550910E1
4.365550792E1,-5.214627328E1
4.376379379E1,-5.226059326E1
4.386941412E1,-5.290042097E1
4.397780683E1,-5.316962457E1
4.408662646E1,-5.360768703E1
4.419040313E1,-5.359392512E1
4.429710729E1,-5.418867107E1
4.440089358E1,-5.411662165E1
4.450953942E1,-5.475643300E1
4.461376979E1,-5.450725891E1
4.472218067E1,-5.541274499E1
4.483038850E1,-5.517988146E1
4.493910688E1,-5.560574134E1
4.504699342E1,-5.587215442E1
4.515573846E1,-5.599664285E1
4.526371858E1,-5.632967312E1
4.537237121E1,-5.649463442E1
4.548029775E1,-5.702934436E1
4.558701125E1,-5.750498836E1
4.569597467E1,-5.781145732E1
4.580467829E1,-5.788392831E1
4.590856471E1,-5.841912850E1
4.601364833E1,-5.799200753E1
4.612182017E1,-5.912220937E1
4.623033700E1,-5.914281956E1
4.633424608E1,-5.967054347E1
4.644320625E1,-5.956204709E1
4.655476967E1,-6.007859723E1
4.666340875E1,-6.078965017E1
4.677186975E1,-6.160332522E1
4.688016842E1,-6.119513153E1
4.698454600E1,-6.161613528E1
4.709307704E1,-6.199334304E1
4.719691337E1,-6.425511728E1
4.730563463E1,-6.746146937E1
4.741359471E1,-3.211405739E1
4.752246942E1,-2.768594252E1
4.763023992E1,-2.940540463E1
4.773721837E1,-3.090063082E1
4.784592196E1,-3.281168435E1
4.795473050E1,-3.538170681E1
4.806369867E1,-3.717935059E1
4.817213242E1,-4.247212642E1
4.828017579E1,-4.363498515E1
4.838881729E1,-4.221528692E1
4.849680308E1,-4.057126982E1
4.860565729E1,-3.890210177E1
4.871356862E1,-3.795290688E1
4.882237125E1,-3.688107260E1
4.893010246E1,-3.630957471E1
4.903880042E1,-3.566838332E1
4.914687396E1,-3.544456289E1
4.925576125E1,-3.512681316E1
4.936350067E1,-3.506856991E1
4.947225408E1,-3.494969218E1
4.958016342E1,-3.511447930E1
4.968883438E1,-3.514992782E1
4.979682200E1,-3.537926837E1
4.990531479E1,-3.547063870E1
5.001352404E1,-3.575784298E1
5.012222742E1,-3.604360842E1
5.023013233E1,-3.630785576E1
5.033887275E1,-3.665680610E1
5.044675471E1,-3.689875397E1
5.055549958E1,-3.740588111E1
5.066336504E1,-3.773186430E1
5.077196263E1,-3.825582406E1
5.088012504E1,-3.912628318E1
5.098889125E1,-3.961110281E1
5.109666704E1,-4.013969235E1
5.120518271E1,-4.064900783E1
5.131336096E1,-4.111143127E1
5.142047950E1,-4.175039162E1
5.152914646E1,-4.227858948E1
5.163788508E1,-4.279685421E1
5.174677204E1,-4.335416944E1
5.185553929E1,-4.396243347E1
5.196346092E1,-4.463735048E1
5.207034133E1,-4.514261284E1
5.217867775E1,-4.627265245E1
5.228696888E1,-4.710891181E1
5.239366562E1,-4.756621387E1
5.250257704E1,-4.834549222E1
5.260884979E1,-4.874403836E1
5.271342987E1,-4.941686793E1
5.282044742E1,-4.994902285E1
5.292928833E1,-5.050506177E1
5.303808821E1,-5.116312293E1
5.314664371E1,-5.148344488E1
5.325547717E1,-5.216854562E1
5.336335558E1,-5.251836698E1
5.347127046E1,-5.342486170E1
5.357974887E1,-5.384966365E1
5.368811608E1,-5.422007821E1
5.379650567E1,-5.443141902E1
5.390523504E1,-5.503091332E1
5.401316354E1,-5.502535933E1
5.412169142E1,-5.565044601E1
5.422985825E1,-5.558898790E1
5.433863325E1,-5.607385725E1
5.444660346E1,-5.642541228E1
5.455520983E1,-5.652246859E1
5.466311567E1,-5.682871261E1
5.477173400E1,-5.725754332E1
5.487971108E1,-5.727560865E1
5.498832771E1,-5.790621651E1
5.509646471E1,-5.788859664E1
5.520527487E1,-5.825866706E1
5.531304496E1,-5.827857422E1
5.542169592E1,-5.843503503E1
5.552977146E1,-5.901545459E1
5.563872967E1,-5.928435057E1
5.574653604E1,-5.967172485E1
5.585532879E1,-5.939535883E1
5.596314287E1,-6.060447628E1
5.607177321E1,-6.063434039E1
5.617967021E1,-6.109268144E1
5.628710104E1,-6.087785933E1
5.639576183E1,-6.119807468E1
5.650437883E1,-6.162772368E1
5.661305483E1,-6.220708111E1
5.672177767E1,-6.244438626E1
5.682967704E1,-6.214759735E1
5.693658600E1,-6.254241343E1
5.704554854E1,-6.289171619E1
5.715427308E1,-6.374816672E1
5.725919646E1,-6.425746468E1
5.736284992E1,NaN
5.746984946E1,-6.921496012E1
5.757759408E1,-2.767502850E1
5.768671646E1,-2.863346356E1
5.779524875E1,-3.023079719E1
5.790398758E1,-3.176369794E1
5.801279317E1,-3.356587790E1
5.812150888E1,-3.493089615E1
5.822964242E1,-3.668130909E1
5.833840292E1,-3.776142343E1
5.844610004E1,-3.855067980E1
5.855383604E1,-3.880741502E1
5.866258346E1,-3.829153894E1
5.877154012E1,-3.766137664E1
5.887973225E1,-3.630455466E1
5.898846883E1,-3.598403700E1
5.909626821E1,-3.535129830E1
5.920274171E1,-3.529494808E1
5.931121371E1,-3.495468361E1
5.941549479E1,-3.502500562E1
5.951985983E1,-3.497731196E1
5.962560137E1,-3.496464402E1
5.972956396E1,-3.522006889E1
5.983832129E1,-3.527181789E1
5.994634758E1,-3.564113790E1
6.005234804E1,-3.573271863E1
6.015898263E1,-3.610349272E1
6.026788121E1,-3.670042628E1
6.037203100E1,NaN
6.047908692E1,-3.728123633E1
6.058713713E1,-3.785092288E1
6.069579596E1,-3.805369156E1
6.080452104E1,-3.867220505E1
6.091290742E1,-3.893556780E1
6.101849175E1,-3.946676365E1
6.112714383E1,-3.985775461E1
6.123598508E1,-4.041705193E1
6.134013896E1,-4.092692676E1
6.144621217E1,-4.132917813E1
6.155510350E1,-4.199387408E1
6.166289533E1,-4.239746944E1
6.177015896E1,-4.357800521E1
6.187880896E1,-4.401735043E1
6.198735696E1,-4.463308867E1
6.209597787E1,-4.506967574E1
6.220041800E1,-4.578616901E1
6.230908138E1,-4.603490546E1
6.241791496E1,-4.681823950E1
6.252690654E1,-4.695713093E1
6.263620283E1,-4.774585575E1
6.274502104E1,-4.801835187E1
6.285122138E1,-4.850220371E1
6.295993367E1,-4.891175091E1
6.306866008E1,-4.986589442E1
6.317722637E1,-5.012540060E1
6.328610458E1,-5.052486005E1
6.339463521E1,-5.052094550E1
6.350340433E1,-5.118374926E1
6.361197004E1,-5.147626531E1
6.371646196E1,-5.182796630E1
6.382509525E1,-5.216239338E1
6.392936171E1,-5.220616853E1
6.403798933E1,-5.284044092E1
6.414605742E1,-5.287835676E1
6.425499533E1,-5.351217712E1
6.436270171E1,-5.332840014E1
6.446816192E1,-5.384088336E1
6.457492354E1,-5.402616237E1
6.467916962E1,-5.476875376E1
6.478770621E1,-5.469631196E1
6.489601387E1,-5.523640626E1
6.500152858E1,-5.528748787E1
6.511010921E1,-5.598114803E1
6.521486992E1,-5.587591991E1
6.532375575E1,-5.645571354E1
6.542924838E1,-5.647854374E1
6.553797250E1,-5.674592166E1
6.564599450E1,-5.715196272E1
6.575475667E1,-5.736300275E1
6.586246512E1,-5.777954314E1
6.597099367E1,-5.841134718E1
6.607913229E1,-5.869189501E1
6.618765750E1,-5.909607932E1
6.629601025E1,-5.925602873E1
6.640459254E1,-5.950616065E1
6.651253129E1,-6.002725323E1
6.662116583E1,-5.985713433E1
6.672929775E1,-6.059437663E1
6.683801000E1,-6.077867144E1
6.694585908E1,-6.119329801E1
6.705468846E1,-6.119030913E1
6.716252808E1,-6.161528642E1
6.726799433E1,-6.217716235E1
6.737636029E1,-6.396323833E1
6.748524179E1,-6.839665113E1
6.759407117E1,-3.852379810E1
6.770286404E1,-2.721279213E1
6.781182879E1,-2.794350301E1
6.792048842E1,-2.988712439E1
6.802927813E1,-3.112158896E1
6.813806312E1,-3.337984562E1
6.824585837E1,-3.458061557E1
6.835145696E1,-3.720035413E1
6.845986058E1,-3.961133399E1
6.856856033E1,-3.919793624E1
6.867702633E1,-3.864550756E1
6.878590379E1,-3.786474919E1
6.889452496E1,-3.676645610E1
6.900348488E1,-3.636906642E1
6.911222025E1,-3.550921806E1
6.921761554E1,-3.532874503E1
6.932642004E1,-3.495688133E1
6.943425404E1,-3.480592624E1
6.954291150E1,-3.478292454E1
6.965191013E1,-3.467321068E1
6.976038442E1,-3.490072652E1
6.986923504E1,-3.518147076E1
6.997772350E1,-3.530251852E1
7.008666117E1,-3.562987019E1
7.019529450E1,-3.580921068E1
7.030400850E1,-3.625078984E1
7.041237237E1,-3.649308423E1
7.052111658E1,-3.690899003E1
7.062901550E1,-3.720495952E1
7.073791787E1,-3.767453885E1
7.084568338E1,-3.807008041E1
7.095470137E1,-3.852927814E1
7.106224217E1,-3.944044392E1
7.117078875E1,-4.002500474E1
7.127883754E1,-4.052627700E1
7.138758746E1,-4.107975005E1
7.149562513E1,-4.156380125E1
7.160072588E1,-4.214882893E1
7.170932367E1,-4.275608183E1
7.181818888E1,-4.323446236E1
7.192303704E1,-4.388055133E1
7.202900538E1,-4.423892515E1
7.213776933E1,-4.504262681E1
7.224559779E1,-4.543183150E1
7.235448808E1,-4.606267860E1
7.246231017E1,-4.657477337E1
7.257003196E1,-4.713295835E1
7.267851700E1,-4.817600026E1
7.278730233E1,-4.882301406E1
7.289550304E1,-4.904093988E1
7.300427167E1,-4.978637320E1
7.311220725E1,-5.007361796E1
7.322102387E1,-5.076068090E1
7.332892137E1,-5.106593900E1
7.343628875E1,-5.147046846E1
7.354521350E1,-5.184963828E1
7.365400325E1,-5.224840811E1
7.376221633E1,-5.264901527E1
7.386701483E1,-5.349518926E1
7.397540729E1,-5.351106452E1
7.408406458E1,-5.405023146E1
7.419258383E1,-5.428091267E1
7.430113342E1,-5.462264908E1
7.440898546E1,-5.496843718E1
7.451779225E1,-5.506039070E1
7.462644058E1,-5.566023004E1
7.473154679E1,-5.547284764E1
7.483601367E1,-5.610271910E1
7.494491604E1,-5.607252905E1
7.505369642E1,-5.659758119E1
7.516201821E1,-5.696635652E1
7.526876454E1,-5.737495466E1
7.537717162E1,-5.758626547E1
7.548595400E1,-5.810018875E1
7.559451983E1,-5.805708479E1
7.570334925E1,-5.848899289E1
7.581205813E1,-5.872507035E1
7.592067367E1,-5.901928562E1
7.602878971E1,-5.931361836E1
7.613760737E1,-5.942969779E1
7.624543700E1,-5.998906634E1
7.635261975E1,-6.006439810E1
7.646118883E1,-6.064320906E1
7.656971608E1,-6.104363254E1
7.667821792E1,-6.123845662E1
7.678683958E1,-6.162518389E1
7.689536108E1,-6.209681069E1
7.700131058E1,-6.203108868E1
7.711001692E1,-6.262216433E1
7.721902304E1,-6.631695698E1
7.732761171E1,-7.299406836E1
7.743621900E1,-2.942805676E1
7.754508717E1,-2.628884694E1
7.765262454E1,-2.769321242E1
7.776110275E1,-3.137630207E1
7.786977763E1,-3.297449071E1
7.797845125E1,-3.506023429E1
7.808719821E1,-3.702512812E1
7.819534442E1,-3.797132295E1
7.830253171E1,-3.934002586E1
7.841039200E1,-3.799843024E1
7.851924246E1,-3.741948003E1
7.862785467E1,-3.602888191E1
7.873301167E1,-3.519170735E1
7.884161571E1,-3.439848209E1
7.895038458E1,-3.378873875E1
7.905943300E1,-3.339445605E1
7.916458792E1,-3.309538953E1
7.927320550E1,-3.296238995E1
7.937839808E1,-3.292525341E1
7.948682663E1,-3.298848769E1
7.959518746E1,-3.313944653E1
7.970392854E1,-3.344921841E1
7.981194679E1,-3.358548844E1
7.992076954E1,-3.401124183E1
8.002858346E1,-3.416376630E1
8.013725167E1,-3.465297628E1
8.024517546E1,-3.492066165E1
8.035405487E1,-3.542789813E1
8.046192096E1,-3.572131154E1
8.057073729E1,-3.623650511E1
8.067832329E1,-3.721043911E1
8.078676083E1,-3.774580383E1
8.089519792E1,-3.817421836E1
8.100386304E1,-3.880770131E1
8.111183558E1,-3.932894273E1
8.122045921E1,-3.993442818E1
8.132848750E1,-4.047543910E1
8.143737079E1,-4.103334158E1
8.154518696E1,-4.171538057E1
8.165399950E1,-4.225461672E1
8.176187425E1,-4.296392387E1
8.187050567E1,-4.416712920E1
8.197829354E1,-4.456765280E1
8.208695642E1,-4.528894020E1
8.219487808E1,-4.573418078E1
8.230004171E1,-4.626691540E1
8.240873958E1,-4.681179492E1
8.251763629E1,-4.731989346E1
8.262636846E1,-4.803038748E1
8.273538250E1,-4.821858234E1
8.284081275E1,-4.894906665E1
8.294519242E1,-4.914480201E1
8.305396004E1,-4.980250425E1
8.316158733E1,-5.057584141E1
8.327019154E1,-5.089452286E1
8.337839842E1,-5.132689295E1
8.348715950E1,-5.168263178E1
8.359503779E1,-5.181534303E1
8.370372796E1,-5.236100271E1
8.381166638E1,-5.246531002E1
8.392045146E1,-5.289068078E1
8.402828492E1,-5.319534392E1
8.413705562E1,-5.324551102E1
8.424499950E1,-5.376221966E1
8.435389983E1,-5.379144102E1
8.446149221E1,-5.421334319E1
8.457013625E1,-5.492587967E1
8.467818708E1,-5.474863803E1
8.478700421E1,-5.549434462E1
8.489495725E1,-5.556275404E1
8.500369946E1,-5.577375252E1
8.511161858E1,-5.616629782E1
8.521575846E1,-5.628126608E1
8.532399829E1,-5.677811084E1
8.542823200E1,-5.699589156E1
8.553539379E1,-5.720395266E1
8.564401988E1,-5.738413365E1
8.575279233E1,-5.795972157E1
8.586162238E1,-5.799108063E1
8.597039871E1,-5.843458378E1
8.607810962E1,-5.865277552E1
8.618671883E1,-5.942879654E1
8.629485908E1,-5.927727903E1
8.640365821E1,-5.999795621E1
8.651160442E1,-6.002706096E1
8.662024113E1,-6.046404583E1
8.672820733E1,-6.093441444E1
8.683695304E1,-6.088768934E1
8.694479496E1,-6.165336733E1
8.705343383E1,-6.156166423E1
8.716157308E1,-6.218586690E1
8.727030892E1,-6.251745601E1
8.737805133E1,-7.135860949E1
8.748657767E1,-3.434127456E1
8.759472779E1,-2.641686021E1
8.769976271E1,-2.768322777E1
8.780841200E1,-2.964853998E1
8.791728033E1,-3.127941362E1
8.802574271E1,-3.362847322E1
8.813469171E1,-3.529766991E1
8.824336825E1,-3.796493576E1
8.835232358E1,-3.890493870E1
8.846107550E1,-3.986887170E1
8.856561996E1,-3.866412482E1
8.867410650E1,-3.634207615E1
