"Time (s)","Sound pressure level (dB)"
8.826946279E1,-7.314466617E1
8.837840967E1,-7.272777767E1
8.848611446E1,-7.309425242E1
8.859479792E1,-7.453381404E1
8.870281363E1,-7.503033085E1
8.881162512E1,-7.269098277E1
8.891952600E1,-7.520465026E1
8.902825900E1,-7.367384744E1
8.913615587E1,-7.289542304E1
8.924324271E1,-7.431849534E1
8.935169954E1,-7.757575429E1
8.946030692E1,-7.718935903E1
8.956751025E1,-7.550633783E1
8.967479312E1,-7.541990839E1
8.978339054E1,-7.444681480E1
8.989227550E1,-7.719229916E1
9.000101475E1,-7.525202789E1
9.010766946E1,-7.354047666E1
9.021648658E1,-7.528462286E1
9.032537837E1,-7.337060688E1
9.043407283E1,-7.357508713E1
9.054066096E1,-7.316923976E1
9.064496942E1,-3.373963990E1
9.075255450E1,-3.985627122E1
9.086124425E1,-4.097930261E1
9.096930833E1,-4.165986495E1
9.107563412E1,-4.211599176E1
9.118361550E1,-4.242865829E1
9.129263642E1,-4.295250890E1
9.140131075E1,-4.340614325E1
9.151030683E1,-4.408798707E1
9.161692633E1,-4.447963086E1
9.172599517E1,-4.546075949E1
9.183415004E1,-4.557634373E1
9.194316717E1,-4.690027370E1
9.205181567E1,-4.774904683E1
9.216053158E1,-4.873334778E1
9.226484517E1,-4.838174753E1
9.236917025E1,-4.969472113E1
9.247802683E1,-4.945300178E1
9.258592204E1,-5.037629859E1
9.269258437E1,-5.074073689E1
9.280128825E1,-5.144762493E1
9.291028621E1,-5.194862117E1
9.301715592E1,-5.274287841E1
9.312540500E1,-5.360237871E1
9.323418612E1,-5.373273135E1
9.334317275E1,-5.552104642E1
9.344754587E1,-5.670333684E1
9.355240146E1,-5.666712673E1
9.366110325E1,-5.711721839E1
9.376913408E1,-5.838650146E1
9.387773129E1,-5.781647326E1
9.398581912E1,-5.996102778E1
9.409454792E1,-5.948313026E1
9.420250950E1,-6.106220248E1
9.431121392E1,-6.030173830E1
9.441917383E1,-6.170516702E1
9.452805717E1,-6.168934187E1
9.463568467E1,-6.431473678E1
9.474433275E1,-6.305750960E1
9.485236483E1,-6.602047184E1
9.496095779E1,-6.429235603E1
9.506911692E1,-6.685851661E1
9.517670879E1,-6.677022215E1
9.528584558E1,-6.652013985E1
9.539452817E1,-6.834380093E1
9.550243742E1,-6.740491524E1
9.561038617E1,-6.997201842E1
9.571915162E1,-6.906348982E1
9.582581537E1,-6.958716402E1
9.593433267E1,-7.173258909E1
9.604169417E1,-7.093320607E1
9.615021787E1,-7.164927852E1
9.625905300E1,-7.312902473E1
9.636762458E1,-7.124070464E1
9.647661088E1,-7.416583703E1
9.658536842E1,-7.201394916E1
9.669212429E1,-7.357324137E1
9.680080654E1,-7.317278606E1
9.690966150E1,-7.361321976E1
9.701725592E1,-7.442572571E1
9.712604521E1,-7.369573280E1
9.723490479E1,-7.250405291E1
9.734338850E1,-7.366258556E1
9.745187525E1,-7.437771322E1
9.756058767E1,-7.447581965E1
9.766886342E1,-7.440934973E1
9.777774762E1,-7.371247304E1
9.788555337E1,-7.497435632E1
9.799410500E1,-7.373211968E1
9.810228308E1,-7.496258819E1
9.821096250E1,-7.390875499E1
9.831894617E1,-7.331817735E1
9.842765037E1,-7.260896500E1
9.853581213E1,-7.417351181E1
9.864433383E1,-7.412618918E1
9.875217542E1,-7.538834970E1
9.886099383E1,-7.416257996E1
9.896890338E1,-7.512399523E1
9.907750517E1,-7.576053820E1
9.918555979E1,-7.428257490E1
9.929441146E1,-7.520790346E1
9.940225387E1,-7.544032801E1
9.950934667E1,-7.494821037E1
9.961810683E1,-7.516843550E1
9.972688513E1,-7.299275809E1
9.983569329E1,-7.512064160E1
9.994269692E1,-7.658800589E1
1.000483052E2,-7.523367522E1
1.001571720E2,-7.218181271E1
1.002656865E2,-7.459010709E1
1.003742230E2,-7.343020087E1
1.004818414E2,-6.016594487E1
1.005904305E2,-3.363557456E1
1.006979663E2,-4.345488211E1
1.008021108E2,-4.502480093E1
1.009075421E2,-4.616092267E1
1.010162118E2,-4.642150445E1
1.011251122E2,-4.743579211E1
1.012337109E2,-4.752633012E1
1.013426095E2,-4.856824543E1
1.014511377E2,-4.912057315E1
1.015578031E2,-5.013059567E1
1.016663150E2,-4.961000839E1
1.017752579E2,-5.092941560E1
1.018842072E2,-5.055691199E1
1.019909707E2,-5.142881956E1
1.020977149E2,-5.173221418E1
1.022021179E2,-5.217996001E1
1.023071003E2,-5.287998586E1
1.024158501E2,-5.329061431E1
1.025243913E2,-5.441639067E1
1.026310286E2,-5.443425749E1
1.027353702E2,-5.607735361E1
1.028443540E2,-5.573532821E1
1.029520837E2,-5.732914923E1
1.030607298E2,-5.802362475E1
1.031687097E2,-5.983161893E1
1.032774879E2,-5.882915660E1
1.033853593E2,-6.112129175E1
1.034941755E2,-6.063511945E1
1.036020130E2,-6.191489062E1
1.037107557E2,-6.244361674E1
1.038187141E2,-6.271658697E1
1.039275014E2,-6.407721876E1
1.040354067E2,-6.398253016E1
1.041441996E2,-6.636989352E1
1.042518378E2,-6.770820299E1
1.043589526E2,-6.651901566E1
1.044676609E2,-6.851240842E1
1.045764731E2,-6.954739288E1
1.046852519E2,-6.847036141E1
1.047940607E2,-7.137813968E1
1.049018208E2,-6.942856733E1
1.050103771E2,-7.274927978E1
1.051185453E2,-7.043659895E1
1.052274090E2,-7.191137218E1
1.053355422E2,-7.186638613E1
1.054442296E2,-7.267619293E1
1.055517428E2,-7.320288326E1
1.056603987E2,-7.156535111E1
1.057684878E2,-7.300277839E1
1.058771731E2,-7.355298325E1
1.059852969E2,-7.544533462E1
1.060940963E2,-7.451702796E1
1.062019613E2,-7.544709276E1
1.063107599E2,-7.437569410E1
1.064185735E2,-7.401772124E1
1.065273267E2,-7.401818012E1
1.066351814E2,-7.384071738E1
1.067438381E2,-7.519573384E1
1.068516495E2,-7.406820591E1
1.069602250E2,-7.356175425E1
1.070683318E2,-7.499322949E1
1.071771311E2,-7.364865356E1
1.072851609E2,-7.271456715E1
1.073939540E2,-7.325238718E1
1.075018226E2,-7.315128101E1
1.076106397E2,-7.383667980E1
1.077184577E2,-7.460696870E1
1.078268336E2,-7.556899849E1
1.079351253E2,-7.412212583E1
1.080440399E2,-7.368614653E1
1.081516586E2,-7.541318662E1
1.082604135E2,-7.582172085E1
1.083683010E2,-7.322628563E1
1.084772086E2,-7.594397182E1
1.085850092E2,-7.454089632E1
1.086894680E2,-7.694988412E1
1.087961394E2,-7.584246703E1
1.089017031E2,-7.497790895E1
1.090105429E2,-7.642988223E1
1.091184094E2,-7.556281143E1
1.092271879E2,-7.503640111E1
1.093351398E2,-7.398065159E1
1.094424002E2,-7.522161970E1
1.095505414E2,-7.301700637E1
1.096592197E2,-7.053478447E1
1.097678438E2,-7.448549685E1
1.098742664E2,-7.567113878E1
1.099828440E2,-7.488732975E1
1.100916868E2,-7.484348424E1
1.102003113E2,-7.572384912E1
1.103091272E2,-7.544279175E1
1.104179212E2,-6.744601325E1
1.105268149E2,-7.537472673E1
1.106347609E2,-3.155798906E1
1.107423730E2,-3.448283478E1
1.108511445E2,-3.496855692E1
1.109596062E2,-3.586341153E1
1.110682845E2,-3.651826987E1
1.111770529E2,-3.680665115E1
1.112848149E2,-3.777603909E1
1.113934912E2,-3.798874625E1
1.115015145E2,-3.915984844E1
1.116103664E2,-3.989468044E1
1.117182745E2,-4.107163502E1
1.118270750E2,-4.200906343E1
1.119348103E2,-4.400065591E1
1.120434778E2,-4.422251043E1
1.121515176E2,-4.566899950E1
1.122601197E2,-4.490745605E1
1.123683293E2,-4.693269180E1
1.124769751E2,-4.653841234E1
1.125847569E2,-4.740164625E1
1.126933733E2,-4.869268616E1
1.128015462E2,-4.784851910E1
1.129102876E2,-5.028419984E1
1.130181220E2,-4.947480541E1
1.131267982E2,-5.136518249E1
1.132347202E2,-5.218457847E1
1.133399251E2,NaN
1.134470749E2,-5.271629806E1
1.135514189E2,-5.499933149E1
1.136599800E2,-5.381079003E1
1.137681630E2,-5.717482346E1
1.138733586E2,-5.460167168E1
1.139819577E2,-5.804161529E1
1.140866747E2,-5.725387741E1
1.141934114E2,-5.746310164E1
1.143015124E2,-5.991822495E1
1.144066892E2,-5.756598044E1
1.145154934E2,-6.143503546E1
1.146235622E2,-5.957775355E1
1.147309356E2,-6.246029254E1
1.148348602E2,-6.071478002E1
1.149431762E2,-6.256487564E1
1.150514061E2,-6.351932521E1
1.151601577E2,-6.653730013E1
1.152681765E2,-6.307440130E1
1.153769648E2,-6.807150323E1
1.154848162E2,-6.407161223E1
1.155932135E2,-6.860539323E1
1.157015131E2,-6.781225127E1
1.158102858E2,-6.719060855E1
1.159181069E2,-6.826223606E1
1.160267711E2,-6.534916105E1
1.161348131E2,-7.089715524E1
1.162424403E2,-6.923960722E1
1.163510335E2,-6.954895494E1
1.164595955E2,-7.076855317E1
1.165680464E2,-7.136208944E1
1.166768393E2,-7.224573401E1
1.167847103E2,-7.473794952E1
1.168934163E2,-7.004100478E1
1.170013578E2,-7.281898479E1
1.171103087E2,-7.108832780E1
1.172179329E2,-7.424585798E1
1.173264880E2,-7.210909670E1
1.174346655E2,-7.203706300E1
1.175434042E2,-7.413447705E1
1.176512526E2,-7.363338067E1
1.177565926E2,-7.261866977E1
1.178626380E2,-7.334804582E1
1.179677920E2,-7.249236526E1
1.180764725E2,-7.196121384E1
1.181846408E2,-7.508656729E1
1.182907917E2,-7.376140755E1
1.183995100E2,-7.338676923E1
1.185068512E2,-7.239712616E1
1.186154903E2,-7.550604109E1
1.187244031E2,-7.313712565E1
1.188287324E2,-7.076883315E1
1.189346399E2,-7.582697152E1
1.190433272E2,-7.500013689E1
1.191511750E2,-7.358687961E1
1.192597146E2,-7.662443530E1
1.193679474E2,-7.378803232E1
1.194766263E2,-7.347036838E1
1.195845597E2,-7.496028618E1
1.196932963E2,-7.283846554E1
1.198011680E2,-7.426416844E1
1.199099878E2,-7.296597919E1
1.200179402E2,-7.506592635E1
1.201266148E2,-7.527393239E1
1.202344723E2,-7.208295430E1
1.203430805E2,-7.348054890E1
1.204510300E2,-7.236337213E1
1.205596958E2,-3.451434854E1
1.206678640E2,-4.226065620E1
1.207765129E2,-4.686419380E1
1.208844574E2,-4.790144352E1
1.209932329E2,-4.847750974E1
1.211011173E2,-4.915621431E1
1.212052560E2,-5.001054439E1
1.213140365E2,-5.057886788E1
1.214178636E2,-5.140316724E1
1.215265398E2,-5.207582090E1
1.216345601E2,-5.279728270E1
1.217433989E2,-5.313918176E1
1.218509732E2,-5.413762505E1
1.219584398E2,-5.516437011E1
1.220672272E2,-5.544022089E1
1.221752775E2,-5.578586427E1
1.222839838E2,-5.678928303E1
1.223927840E2,-5.673120301E1
1.225011182E2,-5.810425594E1
1.226097820E2,-5.834038578E1
1.227177545E2,-5.926613528E1
1.228264925E2,-5.986329453E1
1.229345025E2,-6.072673128E1
1.230433586E2,-6.161076443E1
1.231510971E2,-6.340006299E1
1.232596318E2,-6.328921070E1
1.233676862E2,-6.494740025E1
1.234765576E2,-6.442743746E1
1.235843157E2,-6.589550998E1
1.236925645E2,-6.649148312E1
1.238009976E2,-6.631451194E1
1.239098198E2,-6.846502002E1
1.240177109E2,-6.772619323E1
1.241265579E2,-6.962105167E1
1.242343745E2,-6.928483014E1
1.243431150E2,-6.949434604E1
1.244508309E2,-7.044135028E1
1.245593806E2,-7.113054314E1
1.246676191E2,-7.188445364E1
1.247763861E2,-7.309366981E1
1.248842991E2,-7.224336142E1
1.249931532E2,-7.420217161E1
1.251009300E2,-7.386475936E1
1.252096905E2,-7.157133466E1
1.253176420E2,-7.071698273E1
1.254249230E2,-7.268252298E1
1.255323476E2,-7.200964440E1
1.256413836E2,-7.398246395E1
1.257499455E2,-7.165857226E1
1.258586702E2,-7.289720590E1
1.259637193E2,-7.483368346E1
1.260675602E2,-7.549867418E1
1.261730908E2,-7.205071945E1
1.262817572E2,-7.114050007E1
1.263908359E2,-7.376574177E1
1.264996730E2,-7.282906633E1
1.266047148E2,-7.334632892E1
1.267134481E2,-7.502296476E1
1.268174391E2,-7.462245331E1
1.269262137E2,-7.237523095E1
1.270340785E2,-7.333575098E1
1.271425072E2,-7.152304455E1
1.272505751E2,-7.464536194E1
1.273592614E2,-7.200243241E1
1.274673539E2,-7.357023545E1
1.275761666E2,-7.416642324E1
1.276841962E2,-7.275949840E1
1.277894904E2,-7.333221939E1
1.278970557E2,-7.617694299E1
1.280064470E2,-7.580432826E1
1.281142995E2,-7.162081360E1
1.282234709E2,-7.098996125E1
1.283322292E2,-7.367473549E1
1.284411981E2,-7.527657453E1
1.285500264E2,-7.405231310E1
1.286569838E2,-7.468801212E1
1.287657931E2,-7.667043773E1
1.288703542E2,-7.316031469E1
1.289791043E2,-7.313182025E1
1.290839638E2,-7.053310475E1
1.291926600E2,-7.056439964E1
1.293006192E2,-7.294368110E1
1.294091416E2,-7.429249979E1
1.295173043E2,-7.217222452E1
1.296260572E2,-7.066198115E1
1.297340000E2,-7.123465233E1
1.298425520E2,-7.000790416E1
1.299505134E2,-7.158311091E1
1.300590993E2,-7.378857691E1
1.301671240E2,-7.433517304E1
1.302757884E2,-7.232284865E1
1.303839021E2,-6.971112133E1
1.304926944E2,-6.887535929E1
1.306003129E2,-7.043220033E1
1.307050610E2,-3.695135818E1
1.308138098E2,-3.697757692E1
1.309185017E2,-4.281922793E1
1.310271937E2,-4.372265716E1
1.311336782E2,-4.436829463E1
1.312423449E2,-4.527297274E1
1.313503999E2,-4.500328598E1
1.314589945E2,-4.585553256E1
1.315670925E2,-4.621333037E1
1.316758254E2,-4.632703981E1
1.317838673E2,-4.743861689E1
1.318925783E2,-4.707290269E1
1.320003807E2,-4.825742821E1
1.321091121E2,-4.834706466E1
1.322171472E2,-4.885542073E1
1.323257930E2,-4.933652771E1
1.324338346E2,-4.957895136E1
1.325423337E2,-5.044257360E1
1.326503047E2,-5.128554775E1
1.327591635E2,-5.113980250E1
1.328671300E2,-5.278020361E1
1.329723895E2,-5.235052703E1
1.330810308E2,-5.373821344E1
1.331897773E2,-5.428157951E1
1.332983898E2,-5.423982919E1
1.334023877E2,-5.588452461E1
1.335109980E2,-5.536905180E1
1.336171390E2,-5.719363919E1
1.337259508E2,-5.696192584E1
1.338337897E2,-5.796008477E1
1.339399677E2,-5.814476561E1
1.340484779E2,-5.980812797E1
1.341571776E2,-6.000721202E1
1.342657427E2,-6.176828800E1
1.343746806E2,-6.043897781E1
1.344813982E2,-6.336944265E1
1.345876256E2,-6.237641843E1
1.346962652E2,-6.367636575E1
1.348005004E2,-6.484094042E1
1.349062549E2,-6.365015632E1
1.350128397E2,-6.625420109E1
1.351171101E2,-6.509732490E1
1.352258210E2,-6.752521979E1
1.353338364E2,-6.677796576E1
1.354410805E2,-6.755388266E1
1.355499350E2,-6.838092041E1
1.356587506E2,-6.759228971E1
1.357669480E2,-6.681074747E1
1.358744592E2,-6.830986036E1
1.359832559E2,-6.612017943E1
1.360920615E2,-6.680562745E1
1.362003725E2,-6.785473394E1
1.363047578E2,-7.035301957E1
1.364135468E2,-7.252525430E1
1.365224662E2,-7.256909952E1
1.366310897E2,-7.292844757E1
1.367399330E2,-7.069791216E1
1.368473657E2,-7.180857553E1
1.369564428E2,-7.108308902E1
1.370650032E2,-7.138047246E1
1.371739227E2,-7.157279886E1
1.372826172E2,-7.248319003E1
1.373915800E2,-6.937820089E1
1.375004057E2,-7.059647780E1
1.376090902E2,-7.141720814E1
1.377169702E2,-7.225351687E1
1.378256969E2,-7.412106003E1
1.379335611E2,-7.094586777E1
1.380424273E2,-7.140527581E1
1.381503398E2,-7.254378752E1
1.382568952E2,-6.965204625E1
1.383634721E2,-7.051832024E1
1.384725895E2,-7.135781745E1
1.385812705E2,-7.284746466E1
1.386856130E2,-6.904160491E1
1.387943769E2,-6.956737647E1
1.389002227E2,-7.105538564E1
1.390088376E2,-7.239944063E1
1.391169212E2,-7.540752815E1
1.392258649E2,-7.370244942E1
1.393335830E2,-7.296067106E1
1.394403900E2,-7.401613200E1
1.395489215E2,-7.501210115E1
1.396553987E2,-7.234000982E1
1.397639555E2,-7.066318425E1
1.398727476E2,-7.108623270E1
1.399768952E2,-7.101251869E1
1.400835225E2,-7.227168901E1
1.401922857E2,-7.189664418E1
1.403001412E2,-7.318802350E1
1.404080208E2,-7.494976783E1
1.405126353E2,-7.438272063E1
1.406167896E2,-3.393397003E1
1.407225583E2,-3.760343243E1
1.408312621E2,-3.795625780E1
1.409403491E2,-3.911726722E1
1.410489600E2,-3.940465167E1
1.411580873E2,-4.090340709E1
1.412668519E2,-4.042204710E1
1.413754484E2,-4.176708322E1
1.414834948E2,-4.219395083E1
1.415921253E2,-4.270364456E1
1.417001274E2,-4.378596068E1
1.418089174E2,-4.389502284E1
1.419167761E2,-4.481075030E1
1.420255100E2,-4.474356885E1
1.421334865E2,-4.573115949E1
1.422422016E2,-4.525902304E1
1.423499498E2,-4.651617480E1
1.424548685E2,-4.724026531E1
1.425632980E2,-4.852889469E1
1.426739220E2,-4.786878088E1
1.427826997E2,-5.032907978E1
1.428898510E2,-4.959251000E1
1.429986763E2,-5.133856741E1
1.431074112E2,-5.161593412E1
1.432161970E2,-5.208651014E1
1.433249208E2,-5.297024326E1
1.434332757E2,-5.327892833E1
1.435419860E2,-5.475944821E1
1.436497893E2,-5.655592197E1
1.437584320E2,-5.488072060E1
1.438664088E2,-5.772146805E1
1.439751665E2,-5.740023748E1
1.440831513E2,-5.742959874E1
1.441918282E2,-6.007112026E1
1.442999853E2,-5.774502698E1
1.444083047E2,-6.188133802E1
1.445165294E2,-5.985927820E1
1.446230905E2,-6.195788822E1
1.447318118E2,-6.166924629E1
1.448385820E2,-6.190389280E1
1.449470568E2,-6.325885389E1
1.450558174E2,-6.626798491E1
1.451600386E2,-6.319238656E1
1.452666199E2,-6.658998791E1
1.453751571E2,-6.419648463E1
1.454832010E2,-6.683348532E1
1.455920130E2,-6.636870371E1
1.456997604E2,-6.677609967E1
1.458083324E2,-6.839414638E1
1.459165256E2,-6.728299292E1
1.460246893E2,-7.090777317E1
1.461331405E2,-6.864996582E1
1.462418008E2,-6.987496484E1
1.463496373E2,-7.031802305E1
1.464581639E2,-7.151420243E1
1.465664449E2,-7.127056604E1
1.466750993E2,-7.253196478E1
1.467830590E2,-7.038757627E1
1.468916872E2,-7.373849078E1
1.469996663E2,-6.969684740E1
1.471085794E2,-7.297064589E1
1.472163290E2,-6.986580137E1
1.473251254E2,-7.118394555E1
1.474329628E2,-7.183622018E1
1.475415551E2,-7.383654171E1
1.476495605E2,-7.200623024E1
1.477565697E2,-7.262172186E1
1.478651499E2,-7.205646861E1
1.479691569E2,-7.333246468E1
1.480777968E2,-7.567876262E1
1.481829831E2,-7.198664998E1
1.482907963E2,-7.200404766E1
1.483994423E2,-7.217735131E1
1.485081861E2,-7.183883668E1
1.486162314E2,-6.962048869E1
1.487250753E2,-6.933234841E1
1.488330877E2,-7.168774221E1
1.489418210E2,-7.078960671E1
1.490495235E2,-7.162830631E1
1.491579688E2,-7.358761651E1
1.492661749E2,-7.350806635E1
1.493748175E2,-7.317487186E1
1.494827968E2,-7.241125626E1
1.495920196E2,-7.251950784E1
1.496996339E2,-7.258125896E1
1.498085517E2,-7.165312061E1
1.499161674E2,-7.243137339E1
1.500249447E2,-7.236069190E1
1.501328815E2,-7.406274157E1
1.502402927E2,-7.438417174E1
1.503490238E2,-6.379766413E1
1.504575545E2,-7.000088905E1
1.505661009E2,-7.289202133E1
1.506751448E2,-3.314509724E1
1.507827630E2,-4.242952386E1
1.508877635E2,-4.459908732E1
1.509963566E2,-4.560589939E1
1.511052312E2,-4.587270227E1
1.512139485E2,-4.630408813E1
1.513230025E2,-4.648933956E1
1.514282995E2,-4.710440458E1
1.515328226E2,-4.741357805E1
1.516414512E2,-4.864635078E1
1.517492712E2,-4.838672255E1
1.518578516E2,-4.964221836E1
1.519660539E2,-4.957556415E1
1.520716910E2,-5.018340309E1
1.521801790E2,-5.089641101E1
1.522891204E2,-5.089471699E1
1.523978358E2,-5.171223680E1
1.525066306E2,-5.188854588E1
1.526154059E2,-5.261856698E1
1.527240800E2,-5.280177739E1
1.528328272E2,-5.381740559E1
1.529412470E2,-5.506661138E1
1.530493002E2,-5.560685035E1
1.531578909E2,-5.558513053E1
1.532659508E2,-5.743936906E1
1.533747357E2,-5.674009116E1
1.534824792E2,-5.848564901E1
1.535889995E2,-5.847671838E1
1.536977235E2,-5.909791460E1
1.538066900E2,-6.010388974E1
1.539153826E2,-5.986163455E1
1.540240562E2,-6.156280021E1
1.541326377E2,-6.132818861E1
1.542413388E2,-6.226545217E1
1.543492200E2,-6.381808617E1
1.544576851E2,-6.374027408E1
1.545658459E2,-6.447081320E1
1.546745957E2,-6.570757091E1
1.547825327E2,-6.507432224E1
1.548911729E2,-6.761797791E1
1.549991391E2,-6.616143528E1
1.551077590E2,-6.826868549E1
1.552160475E2,-6.772380735E1
1.553232819E2,-6.806060723E1
1.554319683E2,-7.000072410E1
1.555364407E2,NaN
1.556400989E2,-7.149561393E1
1.557487925E2,-7.102173712E1
1.558575734E2,-7.027982686E1
1.559659357E2,-7.091542411E1
1.560745206E2,-7.258922754E1
1.561822425E2,-7.217100008E1
1.562871734E2,-7.389467842E1
1.563933944E2,-7.155775156E1
1.564992558E2,-7.328627627E1
1.566080918E2,-7.421003215E1
1.567159506E2,-7.271227291E1
1.568247868E2,-7.381165960E1
1.569326066E2,-7.223582329E1
1.570368355E2,-7.487595871E1
1.571453830E2,-7.314961719E1
1.572491237E2,-7.391570263E1
1.573577303E2,-7.351185322E1
1.574657969E2,-7.464154608E1
1.575745655E2,-7.314038637E1
1.576824723E2,-7.274718059E1
1.577911349E2,-7.399553532E1
1.578992140E2,-7.484533507E1
1.580079075E2,-7.486018449E1
1.581157481E2,-7.521925348E1
1.582244286E2,-7.409631252E1
1.583324017E2,-7.308228400E1
1.584375883E2,NaN
1.585445370E2,-7.267099774E1
1.586491032E2,-7.285314970E1
1.587576344E2,-7.546829753E1
1.588657131E2,-7.619331321E1
1.589732615E2,-7.474540594E1
1.590777849E2,-7.581416419E1
1.591824070E2,-7.501241103E1
1.592878629E2,-7.474449726E1
1.593963969E2,-7.539134963E1
1.595020636E2,-7.480728690E1
1.596110469E2,-7.594358952E1
1.597157365E2,-7.396370356E1
1.598244551E2,-7.448345100E1
1.599323546E2,-7.510758545E1
1.600364451E2,-7.394770833E1
1.601444333E2,-7.415612336E1
1.602489281E2,-7.387873534E1
1.603577717E2,-7.350666396E1
1.604656373E2,-3.567862185E1
1.605742524E2,-3.427832437E1
1.606823585E2,-4.093674044E1
1.607910268E2,-4.246642510E1
1.608989924E2,-4.350385293E1
1.610065321E2,-4.381963461E1
1.611152341E2,-4.471686911E1
1.612239572E2,-4.461442632E1
1.613324442E2,-4.549934816E1
1.614411472E2,-4.587510904E1
1.615487957E2,-4.716227468E1
1.616574725E2,-4.653988602E1
1.617654698E2,-4.791115217E1
1.618740103E2,-4.796406651E1
1.619822027E2,-4.842076878E1
1.620914947E2,-4.900280857E1
1.621990220E2,-4.907456873E1
1.623076912E2,-4.979550613E1
1.624156142E2,-5.006890545E1
1.625243548E2,-5.087472757E1
1.626322941E2,-5.076532078E1
1.627410460E2,-5.216741286E1
1.628487775E2,-5.315946303E1
1.629574208E2,-5.371810469E1
1.630654521E2,-5.361503047E1
1.631742617E2,-5.553381778E1
1.632821746E2,-5.474944557E1
1.633910181E2,-5.638296127E1
1.634989056E2,-5.641099814E1
1.636075359E2,-5.707677133E1
1.637155385E2,-5.779738969E1
1.638242832E2,-5.816890280E1
1.639322478E2,-5.919821816E1
1.640410063E2,-5.917616373E1
1.641486656E2,-5.992995000E1
1.642572557E2,-6.207392046E1
1.643653925E2,-6.170042482E1
1.644697875E2,-6.243121570E1
1.645782872E2,-6.391629145E1
1.646870927E2,-6.274263288E1
1.647923311E2,-6.575960721E1
1.648986913E2,-6.405498219E1
1.650076052E2,-6.633432339E1
1.651156003E2,-6.572578801E1
1.652233516E2,-6.530112724E1
1.653321975E2,-6.685700648E1
1.654408263E2,-6.870812808E1
1.655486333E2,-6.815967982E1
1.656571679E2,-7.075606717E1
1.657653522E2,-6.856180970E1
1.658742840E2,-7.137914783E1
1.659820634E2,-7.030182075E1
1.660908058E2,-7.090263904E1
1.661987102E2,-7.256066751E1
1.663045492E2,-7.069305996E1
1.664131932E2,-7.404876110E1
1.665220927E2,-7.182843777E1
1.666309377E2,-7.221554067E1
1.667394077E2,-7.161393277E1
1.668479626E2,-7.407557496E1
1.669559076E2,-7.395527496E1
1.670644160E2,-7.408880680E1
1.671731753E2,-7.331977805E1
1.672819695E2,-7.408107241E1
1.673905698E2,-7.444842934E1
1.674987235E2,-7.493744322E1
1.676075380E2,-7.314862220E1
1.677152860E2,-7.230208271E1
1.678240926E2,-7.320897437E1
1.679319238E2,-7.275296285E1
1.680391106E2,-7.492455669E1
1.681475015E2,-7.393132149E1
1.682562755E2,-7.324799558E1
1.683649453E2,-7.445105716E1
1.684737384E2,-7.413445090E1
1.685820049E2,-7.310726463E1
1.686908005E2,-7.448461553E1
1.687985657E2,-7.457824404E1
1.689072361E2,-7.421506395E1
1.690151906E2,-7.237365862E1
1.691240936E2,-7.224555363E1
1.692318981E2,-7.492118742E1
1.693405766E2,-7.597171722E1
1.694484043E2,-7.515874057E1
1.695571090E2,-7.615516747E1
1.696651605E2,-7.689354372E1
1.697739188E2,-7.399889858E1
1.698818764E2,-7.430008940E1
1.699900552E2,-7.693803219E1
1.700984615E2,-7.542493266E1
1.702056610E2,-7.505865673E1
1.703143464E2,-7.167316910E1
1.704229502E2,-7.164279223E1
1.705317031E2,-7.388491520E1
1.706402495E2,-7.453983613E1
1.707483964E2,-3.380885477E1
1.708535000E2,-3.444605168E1
1.709619840E2,-3.550712523E1
1.710706122E2,-3.623675509E1
1.711791035E2,-3.650849326E1
1.712872087E2,-3.751568568E1
1.713959329E2,-3.785534207E1
1.715049168E2,-3.889855302E1
1.716128430E2,-3.964156806E1
1.717171100E2,-4.064532705E1
1.718256619E2,-4.163089479E1
1.719318593E2,-4.267908511E1
1.720407488E2,-4.360168293E1
1.721482579E2,-4.533321700E1
1.722569552E2,-4.469842884E1
1.723649104E2,-4.668334950E1
1.724735295E2,-4.624816684E1
1.725817803E2,-4.706716100E1
1.726881803E2,-4.811625113E1
1.727969766E2,-4.761780181E1
1.729057005E2,-4.963459803E1
1.730144760E2,-4.920219634E1
1.731232145E2,-5.085795513E1
1.732317832E2,-5.073042118E1
1.733404346E2,-5.216766262E1
1.734483138E2,-5.332521549E1
1.735568810E2,-5.428933279E1
1.736648510E2,-5.354332761E1
1.737735537E2,-5.665817039E1
1.738815920E2,-5.418782172E1
1.739889292E2,-5.786266015E1
1.740961638E2,-5.662225667E1
1.742051433E2,-5.743193261E1
1.743095360E2,-5.876028663E1
1.744150099E2,-5.777947426E1
1.745238922E2,-6.042147602E1
1.746314900E2,-6.219733242E1
1.747402149E2,-6.009897917E1
1.748481797E2,-6.257511538E1
1.749566821E2,-6.150738888E1
1.750649232E2,-6.346633940E1
1.751736112E2,-6.517138748E1
1.752817623E2,-6.293674848E1
1.753905015E2,-6.765332871E1
1.754981868E2,-6.406782809E1
1.756068205E2,-6.858792542E1
1.757148373E2,-6.693378979E1
1.758235575E2,-6.763881954E1
1.759315219E2,-6.833762685E1
1.760399872E2,-7.055748351E1
1.761480685E2,-6.902988375E1
1.762538144E2,-7.303252976E1
1.763625303E2,-6.917068795E1
1.764715216E2,-7.170908592E1
1.765802655E2,-7.087447054E1
1.766865634E2,-7.248216487E1
1.767951990E2,-7.449764439E1
1.769040544E2,-7.055503205E1
1.770125982E2,-7.443513535E1
