"Time (s)","Sound pressure level (dB)"
2.507988337E1,-5.469644241E1
2.518851883E1,-5.588251006E1
2.529659354E1,-5.750600398E1
2.540540146E1,-5.856864229E1
2.551320458E1,-5.993743509E1
2.561999650E1,-6.092895830E1
2.572846750E1,-6.183355727E1
2.583539263E1,-6.157023660E1
2.593977075E1,NaN
2.604659858E1,-6.158233122E1
2.615300208E1,-6.145190281E1
2.626177158E1,-6.142393072E1
2.637059062E1,-6.130529269E1
2.647916608E1,-6.257805586E1
2.658777233E1,-6.200476032E1
2.669646679E1,-6.158811534E1
2.680121033E1,-6.199562605E1
2.690990233E1,-6.215798464E1
2.701911279E1,-6.230643180E1
2.712784042E1,-6.257225075E1
2.723670312E1,-6.262665838E1
2.734536162E1,-6.317755315E1
2.745394379E1,-6.399487773E1
2.756281971E1,-6.424359567E1
2.766772962E1,-6.511837448E1
2.777625221E1,-6.536140060E1
2.788519425E1,-6.599619618E1
2.799385242E1,-6.637405567E1
2.810282854E1,-6.657109021E1
2.821154483E1,-6.293756889E1
2.831968954E1,-6.554284768E1
2.842834754E1,-6.624796089E1
2.853249475E1,-6.673023550E1
2.864119225E1,-6.723734516E1
2.874618358E1,-6.758276870E1
2.885466300E1,-6.803901570E1
2.896307842E1,-6.902659813E1
2.907178600E1,-6.936387626E1
2.917966808E1,-6.843485946E1
2.928844592E1,-6.986112393E1
2.939629708E1,-6.835429121E1
2.950480171E1,-6.983573517E1
2.961299213E1,-7.030957021E1
2.972161479E1,-7.061653023E1
2.982966496E1,-7.048867207E1
2.993590612E1,-7.046305557E1
3.004454667E1,-7.070721889E1
3.014959867E1,-7.069161329E1
3.025802975E1,-7.074819270E1
3.036293379E1,-6.449187940E1
3.047163804E1,-6.386803411E1
3.057951042E1,-6.770835429E1
3.068819075E1,-6.896957727E1
3.079630050E1,-3.145608890E1
3.090017200E1,-2.969196334E1
3.100874604E1,-3.107103945E1
3.111287821E1,-3.012881263E1
3.121799112E1,-3.230304156E1
3.132686542E1,-3.183727076E1
3.143582017E1,-3.270924861E1
3.154461850E1,-3.398256884E1
3.165331183E1,-3.585319776E1
3.176175058E1,-3.542786096E1
3.186898217E1,-3.706010344E1
3.197715750E1,-3.815480534E1
3.208615525E1,-3.818338360E1
3.219496483E1,-4.096917826E1
3.230376254E1,-4.030981009E1
3.241245688E1,-4.277506143E1
3.252116300E1,-4.371249726E1
3.262948642E1,-4.397976159E1
3.273815187E1,-4.772427677E1
3.284618475E1,-4.654164849E1
3.295445712E1,-5.100610839E1
3.306262396E1,-5.093131740E1
3.317128312E1,-5.223387774E1
3.327950413E1,-5.251239880E1
3.338818617E1,-5.249577960E1
3.349610821E1,-5.230305293E1
3.360490000E1,-5.205666264E1
3.371265317E1,-5.182838079E1
3.381959429E1,-5.170992528E1
3.392844087E1,-5.166242543E1
3.403742663E1,-5.164530230E1
3.414609767E1,-5.178262883E1
3.425463325E1,-5.251218928E1
3.436255938E1,-5.319123233E1
3.447150362E1,-5.610515950E1
3.457930067E1,-5.484702747E1
3.468810525E1,-5.572404511E1
3.479604333E1,-5.716864097E1
3.490480062E1,-5.600709760E1
3.501268996E1,-5.913339267E1
3.512145617E1,-5.750200875E1
3.522940125E1,-5.979595378E1
3.533814800E1,-5.928722950E1
3.544589317E1,-6.214662845E1
3.555150488E1,-6.187771698E1
3.566004158E1,-6.385511244E1
3.576876433E1,-6.360801847E1
3.587747158E1,-6.538540804E1
3.598568237E1,-6.567958287E1
3.608987704E1,-6.528788259E1
3.619595154E1,-6.644076454E1
3.630455913E1,-6.583583040E1
3.641257058E1,-6.716698335E1
3.652160796E1,-6.659414476E1
3.662927933E1,-6.744557789E1
3.673786712E1,-6.708442546E1
3.684591021E1,-6.674828870E1
3.695454275E1,-6.686144823E1
3.706254225E1,-6.708245568E1
3.717119821E1,-6.640788961E1
3.727924304E1,-6.706521248E1
3.738810642E1,-6.706148115E1
3.749593404E1,-6.722763235E1
3.759982292E1,-6.761324331E1
3.770847637E1,-6.834873955E1
3.781254696E1,-6.835865278E1
3.791679200E1,-6.851735103E1
3.802547508E1,-6.868208507E1
3.813436013E1,-6.899397783E1
3.824317733E1,-6.844589574E1
3.835050112E1,-6.977281161E1
3.845894188E1,-7.023962777E1
3.856746050E1,-7.041244207E1
3.867632892E1,-7.168571062E1
3.878522312E1,-7.118000817E1
3.889390387E1,-7.174283656E1
3.900286658E1,-7.168823547E1
3.911158750E1,-7.148321788E1
3.922014075E1,-7.204738815E1
3.932889292E1,-7.259578241E1
3.943748579E1,-7.276712646E1
3.954583408E1,-7.195365333E1
3.965269929E1,-7.315417385E1
3.976117671E1,-7.166403032E1
3.987002358E1,-7.145083209E1
3.997696937E1,-7.270569037E1
4.008576458E1,-7.367883854E1
4.019022112E1,-7.291553890E1
4.029565567E1,-7.192190410E1
4.040433846E1,-6.995078306E1
4.051230425E1,-7.188732475E1
4.062075625E1,-7.032964785E1
4.072903046E1,-2.798712442E1
4.083788588E1,-2.629431181E1
4.094557329E1,-2.599576283E1
4.105411263E1,-2.837012606E1
4.116218925E1,-2.768574992E1
4.127084912E1,-2.893876648E1
4.137897046E1,-3.016372138E1
4.148776046E1,-2.964990004E1
4.159563458E1,-3.203537592E1
4.170452550E1,-3.151662110E1
4.181230204E1,-3.260876446E1
4.192111825E1,-3.458392237E1
4.202906879E1,-3.379389829E1
4.213783142E1,-3.655687956E1
4.224564179E1,-3.754250993E1
4.235412192E1,-4.035683987E1
4.246229004E1,-4.007519689E1
4.257109175E1,-4.281009093E1
4.267896238E1,-4.406906132E1
4.278437892E1,-4.590053678E1
4.289309246E1,-4.845426978E1
4.300115254E1,-4.985938713E1
4.310971308E1,-5.425901522E1
4.321863100E1,-5.405050812E1
4.332752379E1,-5.453577482E1
4.343629417E1,-5.362067551E1
4.354490429E1,-5.078734568E1
4.365344233E1,-5.267003572E1
4.376189279E1,-4.976078322E1
4.387051167E1,-4.948169840E1
4.397887038E1,-5.018266691E1
4.408763479E1,-4.851480851E1
4.419565542E1,-4.917020493E1
4.430091304E1,-4.919872057E1
4.440964292E1,-4.885458195E1
4.451849400E1,-4.937514119E1
4.462304050E1,-4.994739540E1
4.472885283E1,-4.968345533E1
4.483763787E1,-5.056750905E1
4.494547633E1,-5.134481078E1
4.505415942E1,-5.288960082E1
4.516203296E1,-5.281888999E1
4.527066196E1,-5.329441157E1
4.537881854E1,-5.552318804E1
4.548749267E1,-5.478054279E1
4.559545550E1,-5.653724962E1
4.570421863E1,-5.789979783E1
4.581217092E1,-5.750332130E1
4.592099467E1,-5.988890419E1
4.602876375E1,-5.998288627E1
4.613565525E1,-6.007252053E1
4.624434412E1,-6.255085728E1
4.635302683E1,-6.192588841E1
4.646136158E1,-6.325521166E1
4.656875846E1,-6.156354187E1
4.667769675E1,-6.346825629E1
4.678652371E1,-6.242195785E1
4.689517779E1,-6.169661233E1
4.700388283E1,-6.157611657E1
4.711210125E1,-6.183200571E1
4.721843054E1,-6.196512954E1
4.732672921E1,-6.211216151E1
4.743566933E1,-6.283251452E1
4.754453917E1,-6.338638403E1
4.764962200E1,-6.436149308E1
4.775810288E1,-6.502644580E1
4.786178883E1,-6.578038402E1
4.796728558E1,-6.656404115E1
4.807589775E1,-6.597521747E1
4.818464158E1,-6.662699764E1
4.829331221E1,-6.644665909E1
4.840158042E1,-6.670546926E1
4.850999883E1,-6.727758104E1
4.861896029E1,-6.742310511E1
4.872785546E1,-6.791557529E1
4.883526812E1,-6.820875883E1
4.894392025E1,-6.854568732E1
4.905261017E1,-6.829338922E1
4.916093408E1,-6.858772585E1
4.926984663E1,-6.862806821E1
4.937854621E1,-6.911540550E1
4.948724596E1,-7.003276062E1
4.959520500E1,-7.185916686E1
4.970388563E1,-7.029728852E1
4.981188175E1,-7.162543370E1
4.992061267E1,-7.024289286E1
5.002867375E1,-7.012758319E1
5.013756225E1,-7.004175098E1
5.024501467E1,-6.917846272E1
5.035358992E1,-6.439109861E1
5.046168150E1,-6.734901657E1
5.057052525E1,-2.584149305E1
5.067850608E1,-2.830905074E1
5.078477737E1,-2.702691243E1
5.089347896E1,-2.904506366E1
5.100230725E1,-2.977058246E1
5.111111096E1,-2.953351781E1
5.121944925E1,-3.201497595E1
5.132610175E1,-3.109855221E1
5.143270062E1,-3.295861667E1
5.153935212E1,-3.399520873E1
5.164516758E1,-3.383276782E1
5.175271546E1,-3.695529888E1
5.186156013E1,-3.823173982E1
5.196590700E1,-4.017637727E1
5.207440404E1,-3.986802548E1
5.217830729E1,-4.396396871E1
5.228596617E1,-4.370241495E1
5.239262758E1,-4.613408271E1
5.250161229E1,-4.945251790E1
5.260965408E1,-4.977041642E1
5.271860946E1,-5.489265246E1
5.282736367E1,-5.459864338E1
5.293633975E1,-5.423229317E1
5.304500271E1,-5.186433690E1
5.315217154E1,-5.136182449E1
5.326077000E1,-5.155366888E1
5.336961283E1,-4.877871721E1
5.347829992E1,-5.008558449E1
5.358700333E1,-4.883683739E1
5.369514308E1,-4.835131316E1
5.380387133E1,-4.933769472E1
5.391166625E1,-4.834210909E1
5.402043579E1,-4.905235797E1
5.412838425E1,-4.931083359E1
5.423719408E1,-4.943387044E1
5.434495242E1,-5.060635351E1
5.445050025E1,-5.100297742E1
5.455889717E1,-5.159062816E1
5.466771267E1,-5.212528747E1
5.477240921E1,-5.213359700E1
5.487821808E1,-5.369488995E1
5.498250496E1,-5.709534013E1
5.509115554E1,-5.524289083E1
5.519994492E1,-5.626899031E1
5.530876338E1,-5.764308796E1
5.541758758E1,-5.888302961E1
5.552632563E1,-6.027558205E1
5.563522325E1,-6.139468575E1
5.574201421E1,-6.254040513E1
5.585081171E1,-6.379179354E1
5.595512042E1,-6.412237944E1
5.606163921E1,-6.366459690E1
5.617037021E1,-6.365450765E1
5.627818446E1,-6.324285405E1
5.638191863E1,-6.311169404E1
5.649061183E1,-6.305431707E1
5.659480583E1,-6.298851413E1
5.670347287E1,-6.284019261E1
5.681150787E1,-6.279071267E1
5.692023296E1,-6.302541799E1
5.702815904E1,-6.295368734E1
5.713699283E1,-6.362840497E1
5.724470987E1,-6.404814536E1
5.735335400E1,-6.431570393E1
5.746133125E1,-6.413639825E1
5.757002263E1,-6.476111718E1
5.767814450E1,-6.534457825E1
5.778691142E1,-6.559944631E1
5.789469038E1,-6.631225343E1
5.800319525E1,-6.664875015E1
5.811131629E1,-6.728509218E1
5.822008471E1,-6.730539285E1
5.832812863E1,-6.776170204E1
5.843679783E1,-6.801807870E1
5.854457400E1,-6.886220161E1
5.865316983E1,-6.895166836E1
5.876129188E1,-6.945327227E1
5.886989854E1,-7.036326524E1
5.897812696E1,-6.988157237E1
5.908669458E1,-6.928001511E1
5.919469150E1,-6.892475431E1
5.930325737E1,-7.047127495E1
5.941140183E1,-7.143493876E1
5.952006779E1,-7.080596751E1
5.962793396E1,-7.182107234E1
5.973126392E1,-7.108428782E1
5.983994750E1,-7.179285896E1
5.994446587E1,NaN
6.005122700E1,-7.212338643E1
6.016000454E1,-7.354006086E1
6.026880667E1,-7.273255378E1
6.037755992E1,-6.950633920E1
6.048641854E1,-6.932872500E1
6.059463388E1,-2.871879668E1
6.070282871E1,-2.593990147E1
6.081128554E1,-2.745231014E1
6.092008237E1,-2.611357212E1
6.102794992E1,-2.826787414E1
6.113665312E1,-2.837513437E1
6.124460804E1,-2.844301625E1
6.135330092E1,-2.960195693E1
6.146110325E1,-3.213933882E1
6.156982817E1,-3.361596994E1
6.167788313E1,-3.355154446E1
6.178652917E1,-3.426213205E1
6.189459950E1,-3.518623797E1
6.200327850E1,-3.619991447E1
6.211124458E1,-3.751034561E1
6.222001796E1,-3.891510631E1
6.232794737E1,-4.050946491E1
6.243683362E1,-4.226002304E1
6.254460187E1,-4.416437548E1
6.265315508E1,-4.887118026E1
6.276109379E1,-5.185116267E1
6.286991908E1,-5.500272944E1
6.297783963E1,-5.753965336E1
6.308513221E1,-5.740161997E1
6.319394371E1,-5.556254602E1
6.330255129E1,-5.375786659E1
6.341110300E1,-5.253703461E1
6.351621963E1,-5.162869478E1
6.362479596E1,-5.078404251E1
6.373346396E1,-5.022594426E1
6.384185571E1,-4.997614880E1
6.394442233E1,-4.992239579E1
6.405293104E1,-5.008158409E1
6.416097921E1,-5.035718932E1
6.426975258E1,-5.080795855E1
6.437797654E1,-5.117640363E1
6.448553663E1,-5.170684881E1
6.459450917E1,-5.223459708E1
6.470334171E1,-5.292620380E1
6.481104429E1,-5.375940696E1
6.491985700E1,-5.450700949E1
6.502774842E1,-5.530659116E1
6.513666721E1,-5.616921788E1
6.524430500E1,-5.787111130E1
6.534791500E1,-5.867195697E1
6.545640333E1,-5.932041643E1
6.556093100E1,-6.002800782E1
6.566971158E1,-6.059585403E1
6.577794204E1,-6.105639018E1
6.588672329E1,-6.136720324E1
6.599437662E1,-6.172266098E1
6.610319421E1,-6.183798733E1
6.621096204E1,-6.233992244E1
6.631976725E1,-6.545468401E1
6.642756979E1,-6.225652585E1
6.653256042E1,-6.379206412E1
6.663857125E1,-6.255218905E1
6.674432708E1,-6.236355328E1
6.685290308E1,-6.181458923E1
6.696087088E1,-6.381937661E1
6.706966700E1,-6.186068387E1
6.717759671E1,-6.195535450E1
6.728648421E1,-6.255362327E1
6.739432108E1,-6.317035126E1
6.750292304E1,-6.362578634E1
6.761095000E1,-6.425253359E1
6.771965329E1,-6.494183236E1
6.782776850E1,-6.569230801E1
6.793651542E1,-6.622364728E1
6.804422421E1,-6.722651850E1
6.815297750E1,-6.831003543E1
6.826069508E1,-6.866672911E1
6.836937646E1,-6.884054505E1
6.847750712E1,-6.901374894E1
6.858629217E1,-6.931889051E1
6.869414292E1,-6.834157563E1
6.880093571E1,-6.960152051E1
6.890968088E1,-6.961088302E1
6.901862638E1,-6.939020644E1
6.912727758E1,-7.025326155E1
6.923245950E1,-7.033413957E1
6.934111621E1,-6.905450715E1
6.945011358E1,-7.048731046E1
6.955861817E1,-7.070207547E1
6.966745729E1,-7.112976143E1
6.977616742E1,-7.131508662E1
6.988428379E1,-7.223644062E1
6.999230154E1,-7.223688207E1
7.010135346E1,-7.181734846E1
7.020572771E1,-7.151510189E1
7.031079862E1,-7.581483625E1
7.041937175E1,-7.474826652E1
7.052746538E1,-7.589940057E1
7.063367737E1,-3.503728879E1
7.074031813E1,-3.431978449E1
7.084889804E1,-3.453566615E1
7.095740808E1,-3.539817587E1
7.106629883E1,-3.615586425E1
7.117488017E1,-3.712880736E1
7.128370846E1,-3.889266290E1
7.139228433E1,-4.018073759E1
7.150093179E1,-4.033116420E1
7.160965250E1,-4.167998098E1
7.171610958E1,-4.205070722E1
7.182484446E1,-4.292378026E1
7.193379500E1,-4.459217385E1
7.204159542E1,-4.683379537E1
7.215030383E1,-4.828937652E1
7.225884754E1,-4.983733360E1
7.236774138E1,-5.156839528E1
7.247634596E1,-5.331176765E1
7.258515396E1,-5.510090715E1
7.269403775E1,-5.674589224E1
7.280284696E1,-5.791544376E1
7.291061212E1,-5.877559140E1
7.301489596E1,-5.902441775E1
7.312316196E1,-5.881246852E1
7.322719846E1,-5.819841833E1
7.333595575E1,-5.810457166E1
7.344393346E1,-5.793495273E1
7.355240504E1,-5.792566205E1
7.366048283E1,-5.780740368E1
7.376531071E1,-5.808454817E1
7.387381596E1,-5.836503669E1
7.398282333E1,-5.878922739E1
7.408815083E1,-5.918051924E1
7.419385392E1,-5.966293789E1
7.430150604E1,-6.035092838E1
7.441022808E1,-6.096884108E1
7.451903892E1,-6.177639102E1
7.462721404E1,-6.253046950E1
7.473587454E1,-6.322331051E1
7.484368663E1,-6.480159184E1
7.494850700E1,-6.502453136E1
7.505700287E1,-6.756912054E1
7.516585133E1,-6.743763125E1
7.526962687E1,-6.774332903E1
7.537713321E1,-6.826216303E1
7.548177062E1,-7.063012301E1
7.559042858E1,-6.948191703E1
7.569915488E1,-6.990077540E1
7.580791983E1,-6.940499609E1
7.591689650E1,-6.888407561E1
7.602565204E1,-7.031046023E1
7.613455454E1,-6.854353333E1
7.624281996E1,-6.538071796E1
7.635163150E1,-6.985471781E1
7.646041708E1,-6.989027162E1
7.656909750E1,-7.009264688E1
7.667707967E1,-7.049597318E1
7.678575775E1,-7.046533812E1
7.689381483E1,-7.142150436E1
7.700259629E1,-6.974239561E1
7.711030479E1,-7.110009601E1
7.721910158E1,-7.056024777E1
7.732701279E1,-7.165073034E1
7.743392921E1,-7.309849845E1
7.754283062E1,-7.231776285E1
7.765166108E1,-7.286307047E1
7.776037833E1,-7.231571019E1
7.786913783E1,-7.230818191E1
7.797706238E1,-7.414631514E1
7.808513146E1,-7.265828871E1
7.819368354E1,-7.309967333E1
7.830242687E1,-7.423917565E1
7.841036863E1,-7.341794035E1
7.851916063E1,-7.532958107E1
7.862697029E1,-7.363417381E1
7.873590621E1,-7.502459397E1
7.884358408E1,-7.503597134E1
7.895227237E1,-7.552631643E1
7.906021275E1,-7.506061142E1
7.916888092E1,-7.159041299E1
7.927687633E1,-7.465753607E1
7.938562975E1,-7.229453838E1
7.949360017E1,-7.523694247E1
7.960055296E1,-7.404548517E1
7.970868671E1,-7.326384204E1
7.981751975E1,-7.311805724E1
7.992634879E1,-7.167855230E1
8.003499621E1,-7.400467969E1
8.014358429E1,-7.421067958E1
8.025230604E1,-7.376459704E1
8.035999167E1,-6.782784909E1
8.046877821E1,-7.367654141E1
8.057697492E1,-7.143401742E1
8.068553346E1,-2.670480083E1
8.079362025E1,-2.932977174E1
8.090237737E1,-2.793752658E1
8.101037467E1,-2.960708026E1
8.111913071E1,-3.053688400E1
8.122698950E1,-3.005549202E1
8.133578763E1,-3.237353369E1
8.144356762E1,-3.181878767E1
8.155216579E1,-3.462847339E1
8.166004413E1,-3.406183299E1
8.176798421E1,-3.680923082E1
8.187681992E1,-3.686484682E1
8.198486537E1,-3.790590391E1
8.209344871E1,-4.050243799E1
8.219806250E1,-4.015180129E1
8.230675467E1,-4.286797623E1
8.241573021E1,-4.429598368E1
8.251966996E1,-4.518098337E1
8.262702754E1,-4.874673075E1
8.273574650E1,-4.939528938E1
8.284336833E1,-5.491026351E1
8.295191475E1,-5.430766194E1
8.306000475E1,-5.660524058E1
8.316870575E1,-5.481775160E1
8.327673583E1,-5.330024800E1
8.338544796E1,-5.222933512E1
8.349335621E1,-5.146698240E1
8.360205492E1,-5.085337993E1
8.371006321E1,-5.049274548E1
8.381895075E1,-5.031110059E1
8.392692875E1,-5.040386051E1
8.403235483E1,-5.056179992E1
8.414085071E1,-5.112591001E1
8.424974950E1,-5.165085792E1
8.435755108E1,-5.218712748E1
8.446634642E1,-5.334192099E1
8.457274092E1,-5.660946038E1
8.467670879E1,-5.399318138E1
8.478546783E1,-5.462972048E1
8.489338971E1,-5.524083593E1
8.500207529E1,-5.616874209E1
8.511001517E1,-5.711571032E1
8.521874396E1,-5.797360721E1
8.532667608E1,-5.902281227E1
8.543257721E1,-6.003731595E1
8.554132325E1,-6.096595036E1
8.564974896E1,-6.194109311E1
8.575733975E1,-6.310506707E1
8.586616008E1,-6.366225222E1
8.597068825E1,-6.407890507E1
8.607663196E1,-6.419290067E1
8.618548050E1,-6.443989819E1
8.629341721E1,-6.473849861E1
8.640219650E1,-6.467706277E1
8.651001838E1,-6.471704668E1
8.661861312E1,-6.487063893E1
8.672668129E1,-6.479711811E1
8.683169846E1,-6.502546050E1
8.694043208E1,-6.511092315E1
8.704659571E1,-6.553760589E1
8.715496046E1,-6.570087473E1
8.725989571E1,-6.614822192E1
8.736462729E1,-6.635780165E1
8.747321104E1,-6.472191137E1
8.758203229E1,-6.375411837E1
8.769094513E1,-6.552583323E1
8.780005688E1,-6.636892902E1
8.790549092E1,-6.766363187E1
8.800988217E1,-6.772159093E1
8.811867396E1,-6.825679983E1
8.822655392E1,-6.897948486E1
8.833552237E1,-6.943271079E1
8.844321642E1,-6.951943299E1
8.855204633E1,-6.888019233E1
8.865976917E1,-6.988841422E1
8.876853463E1,-6.894132062E1
