"Time (s)","Sound pressure level (dB)"
2.141381396E1,-4.033610339E1
2.152246650E1,-4.090309895E1
2.163047592E1,-4.149741317E1
2.173916704E1,-4.213791008E1
2.184703558E1,-4.278059787E1
2.195571642E1,-4.346388193E1
2.206378717E1,-4.393316627E1
2.217252463E1,-4.454646340E1
2.228037558E1,-4.577518803E1
2.238895704E1,-4.650480486E1
2.249684738E1,-4.720969737E1
2.260553725E1,-4.802565063E1
2.271380504E1,-4.867669467E1
2.282095646E1,-4.930004687E1
2.292965033E1,-4.996743106E1
2.303831888E1,-5.068082865E1
2.314713150E1,-5.146186456E1
2.325600388E1,-5.212461230E1
2.336387558E1,-5.280014491E1
2.347264988E1,-5.347208606E1
2.358038158E1,-5.469467879E1
2.368887850E1,-5.514377317E1
2.379691929E1,-5.554962580E1
2.390414617E1,-5.599736665E1
2.401272542E1,-5.619957055E1
2.412148804E1,-5.657996502E1
2.422941863E1,-5.659886767E1
2.433858117E1,-5.714021457E1
2.444702988E1,-5.724132475E1
2.455284288E1,-5.741624516E1
2.466144254E1,-5.746211669E1
2.477035046E1,-5.765275381E1
2.487890025E1,-5.803304663E1
2.498411054E1,NaN
2.509117396E1,-5.788899831E1
2.519687050E1,-5.849360979E1
2.530546854E1,-5.862467517E1
2.541370658E1,-5.853022989E1
2.552205696E1,-5.921361641E1
2.563033729E1,-5.948328041E1
2.573896117E1,-5.930913702E1
2.584703771E1,-6.003869342E1
2.595587192E1,-6.074159135E1
2.606364367E1,-6.057973715E1
2.617238425E1,-6.084916303E1
2.628038088E1,-6.134485436E1
2.638917054E1,-6.176319743E1
2.649708063E1,-6.289757138E1
2.660524088E1,-6.320143829E1
2.671356150E1,-6.347409283E1
2.682228892E1,-6.422843416E1
2.693026617E1,-6.399285254E1
2.703594688E1,-6.441219234E1
2.714462025E1,-6.481494698E1
2.725356892E1,-6.572853963E1
2.736230321E1,-6.643505647E1
2.746784692E1,-6.603393156E1
2.757664475E1,-6.645300481E1
2.768567154E1,-6.773067386E1
2.779428729E1,-6.751134256E1
2.789970096E1,-6.706153864E1
2.800821812E1,-6.711617240E1
2.811355750E1,-6.791500756E1
2.822222213E1,-6.860785791E1
2.833019108E1,-7.053419150E1
2.843894579E1,-7.030026243E1
2.854685983E1,-6.984311928E1
2.865326829E1,-6.956867599E1
2.876200025E1,-6.992001844E1
2.887081929E1,-7.161344789E1
2.897954350E1,-7.122211686E1
2.908801958E1,-7.078956095E1
2.919656650E1,-7.273116678E1
2.930381429E1,-7.173620164E1
2.941254958E1,-7.313591928E1
2.952144588E1,-7.225996714E1
2.963006329E1,-7.228036233E1
2.973874783E1,-7.131035097E1
2.984684621E1,-7.221256126E1
2.995557646E1,-7.081503712E1
3.006346783E1,-7.108807893E1
3.017229413E1,-7.361853099E1
3.027990350E1,-7.399852638E1
3.038483513E1,-7.419823979E1
3.049331863E1,-1.855220687E1
3.060025758E1,-1.958366207E1
3.070878483E1,-2.486627964E1
3.081333792E1,-2.999899561E1
3.092041483E1,-3.395583627E1
3.102893129E1,-3.654215060E1
3.113767158E1,-3.817321120E1
3.124178642E1,-3.940186863E1
3.134665463E1,-4.043131514E1
3.145357875E1,-4.124784372E1
3.156235721E1,-4.205431762E1
3.167122767E1,-4.284289686E1
3.177999175E1,-4.363946912E1
3.188882713E1,-4.520133874E1
3.199654642E1,-4.599666280E1
3.210424592E1,-4.666433069E1
3.220864996E1,-4.764973932E1
3.231338112E1,-4.865076727E1
3.242205371E1,-4.940121905E1
3.252996433E1,-5.035717365E1
3.263865075E1,-5.120976044E1
3.274645108E1,-5.182114337E1
3.285436633E1,-5.242773880E1
3.296270563E1,-5.315672064E1
3.307152567E1,-5.367973100E1
3.317982567E1,-5.455111076E1
3.328850879E1,-5.462519726E1
3.339647396E1,-5.467943451E1
3.350521067E1,-5.453722579E1
3.361301988E1,-5.473330887E1
3.372063529E1,-5.512427088E1
3.382949017E1,-5.472789106E1
3.393812500E1,-5.513675032E1
3.404652338E1,-5.514582854E1
3.415515925E1,-5.523629088E1
3.426305096E1,-5.521677005E1
3.437173663E1,-5.512456078E1
3.447979813E1,-5.542711751E1
3.458550446E1,-5.570648141E1
3.469392996E1,-5.576199174E1
3.480286742E1,-5.638060748E1
3.491156738E1,-5.645985381E1
3.501697092E1,-5.646858956E1
3.512561175E1,-5.694988407E1
3.522969708E1,-5.745053561E1
3.533839700E1,-5.778394481E1
3.544643946E1,-5.812957628E1
3.555396483E1,-5.830953167E1
3.566270800E1,-5.881518737E1
3.577138079E1,-5.903598753E1
3.587977996E1,-5.986702633E1
3.598863767E1,-6.030581114E1
3.609628292E1,-6.159213356E1
3.620493571E1,-6.149813253E1
3.631301258E1,-6.219684542E1
3.642171104E1,-6.312655330E1
3.652968317E1,-6.375274277E1
3.663747925E1,-6.421066345E1
3.674634600E1,-6.487444989E1
3.685503054E1,-6.482667670E1
3.696307842E1,-6.483956477E1
3.707188054E1,-6.534777166E1
3.717970696E1,-6.547002290E1
3.728857175E1,-6.669490922E1
3.739636138E1,-6.886461770E1
3.750491746E1,-6.883857186E1
3.761304917E1,-6.877074948E1
3.772171988E1,-6.937649763E1
3.782961258E1,-6.931769693E1
3.793668500E1,-7.091732448E1
3.804531321E1,-6.904339694E1
3.815421958E1,-7.022325231E1
3.826299333E1,-7.084237714E1
3.837170813E1,-6.953822483E1
3.847966579E1,-7.064295718E1
3.858831196E1,-7.086302277E1
3.869614304E1,-7.095234892E1
3.880484312E1,-7.117479068E1
3.891282154E1,-7.126274580E1
3.901954642E1,-7.209255155E1
3.912700946E1,-7.116694856E1
3.923595333E1,-7.160679072E1
3.934455813E1,-6.987622654E1
3.945008417E1,-7.056898641E1
3.955766038E1,-7.145131971E1
3.966293175E1,-7.124725558E1
3.977184346E1,-7.233103033E1
3.987937033E1,-7.221486373E1
3.998787296E1,-7.313293588E1
4.009601933E1,-7.337212935E1
4.020480442E1,-6.445923056E1
4.031286304E1,-6.378856535E1
4.042170837E1,-7.498564336E1
4.052951450E1,-7.386455145E1
4.063820317E1,-1.965932396E1
4.074611613E1,-2.067598744E1
4.085476063E1,-2.611359958E1
4.096293525E1,-3.153019987E1
4.107167625E1,-3.579835252E1
4.117939321E1,-4.052046271E1
4.128804992E1,-4.189476660E1
4.139602325E1,-4.301472612E1
4.150156654E1,-4.386003609E1
4.161013254E1,-4.456835130E1
4.171888371E1,-4.534421593E1
4.182754454E1,-4.590352266E1
4.193575975E1,-4.663831672E1
4.204419896E1,-4.713002148E1
4.215299988E1,-4.780178012E1
4.226165133E1,-4.835509459E1
4.237056575E1,-4.894785489E1
4.247929804E1,-4.992697682E1
4.258787729E1,-5.041190904E1
4.269597413E1,-5.100251882E1
4.280446175E1,-5.157367651E1
4.291270783E1,-5.179419527E1
4.302152863E1,-5.236866865E1
4.312928708E1,-5.240448244E1
4.323812888E1,-5.285535619E1
4.334592533E1,-5.324695849E1
4.345449638E1,-5.355397628E1
4.356269342E1,-5.374944053E1
4.367168100E1,-5.406569852E1
4.377931875E1,-5.459251447E1
4.388654325E1,-5.487733638E1
4.399494429E1,-5.526924432E1
4.410391121E1,-5.532512122E1
4.421269192E1,-5.580269460E1
4.432129617E1,-5.616137234E1
4.442927846E1,-5.624763792E1
4.453798354E1,-5.643448870E1
4.464608079E1,-5.681946342E1
4.475482542E1,-5.753868135E1
4.486261004E1,-5.753676311E1
4.497128433E1,-5.757873891E1
4.507924304E1,-5.852685325E1
4.518775079E1,-5.858444857E1
4.529575908E1,-5.917476868E1
4.540457013E1,-5.969725482E1
4.551243838E1,-6.020593052E1
4.562104358E1,-6.079997192E1
4.572930733E1,-5.996095151E1
4.583524225E1,-6.047112276E1
4.594387762E1,-6.109452661E1
4.605289775E1,-6.165196921E1
4.616159200E1,-6.246154886E1
4.626964696E1,-6.228494979E1
4.637831321E1,-6.341924841E1
4.648708629E1,-6.312195954E1
4.659602592E1,-6.425741177E1
4.670081167E1,-6.430537089E1
4.680939046E1,-6.515152396E1
4.691414100E1,-6.505759229E1
4.702286313E1,-6.521797629E1
4.712919788E1,-6.634158218E1
4.723413163E1,-6.714756836E1
4.734094125E1,-6.697178182E1
4.744572625E1,-6.880641897E1
4.755394138E1,-6.754508564E1
4.766249492E1,-6.757227661E1
4.777128983E1,-6.869306158E1
4.787900388E1,-6.965911135E1
4.798776308E1,-6.965817866E1
4.809560729E1,-7.164401955E1
4.820406104E1,-7.323363468E1
4.831242213E1,-7.076574255E1
4.842119646E1,-6.969043134E1
4.852905783E1,-7.128686411E1
4.863766433E1,-7.118142538E1
4.874575179E1,-7.285267860E1
4.885447383E1,-7.331395403E1
4.896254713E1,-7.346562422E1
4.907133125E1,-7.398575566E1
4.917893967E1,-7.449608461E1
4.928565483E1,-7.135719111E1
4.939411046E1,-7.133009764E1
4.950169425E1,-7.149595533E1
4.960612246E1,-7.208527615E1
4.971233496E1,-7.096845490E1
4.982104654E1,-7.149713293E1
4.992908754E1,-7.112384687E1
5.003779692E1,-7.131788406E1
5.014567646E1,-7.081896356E1
5.025440175E1,-7.307144755E1
5.036232604E1,-5.434369237E1
5.047107821E1,-6.609452238E1
5.057894825E1,-6.783325882E1
5.068784679E1,-7.154779932E1
5.079547617E1,-1.869091627E1
5.090334596E1,-2.318098708E1
5.101003646E1,-2.805732809E1
5.111889167E1,-3.193034097E1
5.122754775E1,-3.453280083E1
5.133311346E1,-3.630737447E1
5.143939387E1,-3.754178762E1
5.154559337E1,-3.832831337E1
5.165120979E1,-3.894535793E1
5.175824971E1,-3.946065909E1
5.186229146E1,-4.004759222E1
5.197096150E1,-4.063403077E1
5.207875413E1,-4.167320002E1
5.218746400E1,-4.217809132E1
5.229542758E1,-4.273429421E1
5.240409367E1,-4.334876037E1
5.251219121E1,-4.400768522E1
5.262078700E1,-4.463776063E1
5.272878425E1,-4.528753812E1
5.283749879E1,-4.605836504E1
5.294555450E1,-4.673781847E1
5.305437279E1,-4.742454516E1
5.316217675E1,-4.813598955E1
5.327098271E1,-4.898208273E1
5.337888617E1,-4.975425986E1
5.348727533E1,-5.110717779E1
5.359544025E1,-5.123878374E1
5.370407163E1,-5.243384478E1
5.381207079E1,-5.286014445E1
5.392081721E1,-5.357649580E1
5.402878971E1,-5.431182899E1
5.413600213E1,-5.484178922E1
5.424313037E1,-5.463272667E1
5.435212771E1,-5.519692407E1
5.446081250E1,-5.515086485E1
5.456969179E1,-5.535036092E1
5.467837338E1,-5.542869062E1
5.478593267E1,-5.581958041E1
5.489483742E1,-5.670362790E1
5.499941488E1,-5.684697230E1
5.510795813E1,-5.653391127E1
5.521189708E1,-5.616270643E1
5.532064358E1,-5.682315145E1
5.542864558E1,-5.714444376E1
5.553727392E1,-5.745012036E1
5.564538592E1,-5.739220027E1
5.575403117E1,-5.786924836E1
5.586207042E1,-5.790896868E1
5.597087029E1,-5.815312619E1
5.607868329E1,-5.861786582E1
5.618734004E1,-5.919977827E1
5.629537888E1,-5.918953361E1
5.640393258E1,-5.998233445E1
5.651178413E1,-6.002939899E1
5.662063488E1,-6.033797202E1
5.672869675E1,-6.060391340E1
5.683754721E1,-6.112012410E1
5.694530904E1,-6.148631807E1
5.705401921E1,-6.211504217E1
5.716192783E1,-6.214030178E1
5.726857321E1,-6.225128528E1
5.737732288E1,-6.308870356E1
5.748614775E1,-6.314665649E1
5.759464229E1,-6.377268682E1
5.770312646E1,-6.376021610E1
5.781185013E1,-6.432870048E1
5.792061458E1,-6.352562881E1
5.802851921E1,-6.460257973E1
5.813724642E1,-6.596896611E1
5.824525125E1,-6.726961894E1
5.835389588E1,-6.786529273E1
5.846183462E1,-6.730176190E1
5.857066050E1,-6.708698442E1
5.867848883E1,-6.595525001E1
5.878720696E1,-6.752376650E1
5.889507379E1,-6.776646571E1
5.900363550E1,-6.954253844E1
5.911180154E1,-6.673834115E1
5.922054779E1,-6.738168609E1
5.932860204E1,-6.537295270E1
5.943647179E1,-6.947243144E1
5.954519379E1,-6.784510159E1
5.964999233E1,-7.041269770E1
5.975877471E1,-6.867950357E1
5.986759058E1,-6.832240774E1
5.997621029E1,-6.640405959E1
6.008483429E1,-6.663710387E1
6.019327700E1,-6.772086835E1
6.030208429E1,-5.940639525E1
6.041075075E1,-6.761344174E1
6.051604946E1,-6.494492478E1
6.062466042E1,-2.334981541E1
6.073331108E1,-2.109612633E1
6.084194767E1,-2.593611818E1
6.095103850E1,-3.116768725E1
6.105790496E1,-3.528064497E1
6.116173171E1,-3.779807529E1
6.127044517E1,-3.942688424E1
6.137838538E1,-4.054347808E1
6.148682913E1,-4.189124449E1
6.159494121E1,-4.248095635E1
6.170287492E1,-4.309522586E1
6.181156392E1,-4.379053737E1
6.191884496E1,-4.436217663E1
6.202744679E1,-4.494775841E1
6.213623446E1,-4.545580849E1
6.224347175E1,-4.589912721E1
6.234971529E1,-4.653625419E1
6.245831104E1,-4.718689391E1
6.256724433E1,-4.803168437E1
6.267581604E1,-4.869380797E1
6.278463646E1,-4.932834678E1
6.289351883E1,-4.997591165E1
6.299916013E1,-5.093079925E1
6.310777075E1,-5.180924878E1
6.321473925E1,-5.252818692E1
6.331930388E1,-5.319338486E1
6.342585142E1,-5.416312464E1
6.353469542E1,-5.441340391E1
6.364349833E1,-5.511264843E1
6.375260258E1,-5.508384274E1
6.385902546E1,-5.582109847E1
6.396793979E1,-5.618182550E1
6.407673258E1,-5.641841646E1
6.418558613E1,-5.691917936E1
6.429019263E1,-5.741007418E1
6.439485075E1,-5.731983977E1
6.450328613E1,-5.772754981E1
6.461154396E1,-5.776543517E1
6.471683879E1,-5.820834817E1
6.482520829E1,-5.869802568E1
6.493426113E1,-5.883380554E1
6.504300458E1,-5.855464192E1
6.515188950E1,-5.885520013E1
6.526090375E1,-5.920038185E1
6.536966746E1,-5.975794704E1
6.547804892E1,-5.911239837E1
6.558653829E1,-5.989701758E1
6.569468725E1,-5.994127833E1
6.580054650E1,-6.078088377E1
6.590740300E1,-6.067346971E1
6.601147046E1,-6.119475618E1
6.612020800E1,-6.180434848E1
6.622814196E1,-6.211341212E1
6.633692500E1,-6.220478930E1
6.644478367E1,-6.228305713E1
6.655340521E1,-6.250302265E1
6.666149917E1,-6.281983606E1
6.677006908E1,-6.376798424E1
6.687813883E1,-6.429208724E1
6.698696238E1,-6.363996125E1
6.709460821E1,-6.312180003E1
6.720352346E1,-6.481304222E1
6.731143788E1,-6.501262219E1
6.742013767E1,-6.532337263E1
6.752803900E1,-6.540860203E1
6.763668033E1,-6.599691821E1
6.774474050E1,-6.539690068E1
6.785347579E1,-6.557674568E1
6.796139496E1,-6.493687819E1
6.806795008E1,-6.478767667E1
6.817688404E1,-6.591910079E1
6.828587117E1,-6.686347986E1
6.839457971E1,-6.429149363E1
6.850296379E1,-6.467938769E1
6.861137504E1,-6.460630692E1
6.871975358E1,-6.476304916E1
6.882797583E1,-6.563590958E1
6.893686500E1,-6.588024989E1
6.904465238E1,-6.534366809E1
6.915070454E1,-6.600327789E1
6.925943083E1,-6.574076430E1
6.936355179E1,-6.606167447E1
6.947236633E1,-6.484810691E1
6.957805762E1,-6.570210556E1
6.968447492E1,-6.619147792E1
6.979298479E1,-6.574668775E1
6.990168513E1,-6.352051468E1
7.001034946E1,-6.626522747E1
7.011918000E1,-6.521967707E1
7.022783238E1,-6.524308915E1
7.033653413E1,-5.831080509E1
7.044460021E1,-6.439800105E1
7.055342558E1,-6.229564518E1
7.066120254E1,-6.563694230E1
7.076994192E1,-2.213146394E1
7.087796192E1,-2.002729351E1
7.098660267E1,-2.986882866E1
7.109453875E1,-3.404810046E1
7.120320867E1,-3.679114474E1
7.131109367E1,-3.838480454E1
7.141821025E1,-3.943735549E1
7.152692979E1,-4.015238721E1
7.163572313E1,-4.075939626E1
7.174446500E1,-4.126188434E1
7.185224383E1,-4.173644677E1
7.196122575E1,-4.225447225E1
7.206635896E1,-4.276521543E1
7.217485800E1,-4.380617450E1
7.228347988E1,-4.443420919E1
7.238857133E1,-4.508340679E1
7.249426133E1,-4.573389725E1
7.260283200E1,-4.638157132E1
7.271102433E1,-4.706557422E1
7.281974404E1,-4.760487619E1
7.292777200E1,-4.818841679E1
7.303645108E1,-4.907664790E1
7.314439371E1,-4.957922434E1
7.325317871E1,-5.021636546E1
7.336102608E1,-5.106538456E1
7.346987721E1,-5.177632613E1
7.357772721E1,-5.235331424E1
7.368658338E1,-5.321469393E1
7.379437463E1,-5.440874762E1
7.389866083E1,-5.494874453E1
7.400686175E1,-5.556061361E1
7.411086175E1,-5.586637202E1
7.421954313E1,-5.630071196E1
7.432785783E1,-5.676163740E1
7.443368233E1,-5.673706237E1
7.454135608E1,-5.728295801E1
7.464549575E1,-5.721198751E1
7.475446138E1,-5.738396170E1
7.486100338E1,-5.773202786E1
7.496974575E1,-5.802638695E1
7.507743675E1,-5.801463459E1
7.518598688E1,-5.803723509E1
7.529409254E1,-5.828274496E1
7.540292646E1,-5.885537580E1
7.551094842E1,-5.901055214E1
7.561976067E1,-5.909442989E1
7.572763263E1,-5.918106060E1
7.583520054E1,-5.928574181E1
7.594395108E1,-5.993146687E1
7.605256817E1,-6.043974824E1
7.616100163E1,-6.021924999E1
7.626976500E1,-6.073393379E1
7.637741167E1,-6.105128868E1
7.648594692E1,-6.130846509E1
7.659406271E1,-6.177743538E1
7.670294321E1,-6.312584034E1
7.681087892E1,-6.342299342E1
7.691960417E1,-6.332711433E1
7.702746271E1,-6.406464900E1
7.713617767E1,-6.478646844E1
7.724419383E1,-6.518796318E1
7.735136342E1,-6.529024423E1
7.746001542E1,-6.545289812E1
7.756874638E1,-6.478419064E1
7.767752392E1,-6.946050579E1
7.778274362E1,NaN
7.788488788E1,-6.875292335E1
7.798987950E1,-6.833888479E1
7.809396300E1,-6.800348990E1
7.820254221E1,-6.851168539E1
7.831076504E1,-6.933762057E1
7.841954400E1,-6.915597906E1
7.852732417E1,-6.887809386E1
7.863195083E1,-6.874642316E1
7.874054579E1,-6.900306315E1
7.884966321E1,-6.780108066E1
7.895622863E1,-6.950272122E1
7.906069496E1,-6.919463252E1
7.916937342E1,-6.886356577E1
7.927744129E1,-6.941669217E1
7.938593563E1,-7.116053864E1
7.949398408E1,-6.865135830E1
7.960257804E1,-7.221634387E1
7.971074596E1,-7.108517748E1
7.981930554E1,-7.107714297E1
7.992739733E1,-7.255578058E1
8.003603904E1,-7.014168683E1
8.014397892E1,-7.095745383E1
8.025262550E1,-7.077222671E1
8.036082192E1,-6.729214691E1
8.046941188E1,-7.235072555E1
8.057733067E1,-6.846574671E1
8.068589454E1,-6.891109636E1
8.079380450E1,-2.306552970E1
8.089933404E1,-2.553157372E1
8.100778958E1,-3.117270293E1
8.111650088E1,-3.646501123E1
8.122520508E1,-4.004288525E1
8.133411042E1,-4.204473912E1
8.143988796E1,-4.333938359E1
8.154394217E1,-4.423737611E1
8.165288654E1,-4.486283119E1
8.176075079E1,-4.549636067E1
8.186941767E1,-4.613742577E1
8.197741204E1,-4.673465188E1
8.208604296E1,-4.714873761E1
8.219370858E1,-4.807528753E1
8.230224975E1,-4.862008941E1
8.241036821E1,-4.913431798E1
8.251894667E1,-4.975302389E1
8.262728054E1,-5.024944256E1
8.273598325E1,-5.086060204E1
8.284380479E1,-5.150386903E1
8.295267413E1,-5.180165694E1
8.306046267E1,-5.259868442E1
8.316934392E1,-5.306658456E1
8.327723683E1,-5.371447042E1
8.338594779E1,-5.468621384E1
8.349378771E1,-5.496331027E1
8.360245975E1,-5.558741384E1
8.371035083E1,-5.582209385E1
8.381900429E1,-5.645280117E1
8.392724438E1,-5.674567570E1
8.403599367E1,-5.692644155E1
8.414371796E1,-5.788910788E1
8.424997817E1,-5.770541044E1
8.435431167E1,-5.849607659E1
8.446050746E1,-5.886009122E1
8.456938767E1,-5.939998955E1
8.467692067E1,-5.931194091E1
8.478546800E1,-5.932565185E1
8.489358625E1,-5.947556637E1
8.500239200E1,-5.910830317E1
8.511037196E1,-6.008953089E1
8.521921908E1,-6.046925411E1
8.532709179E1,-6.031726590E1
8.543577200E1,-6.083012743E1
8.554375571E1,-6.123589243E1
8.565255758E1,-6.054637384E1
8.576036046E1,-6.106570127E1
8.586908404E1,-6.106039200E1
8.597690079E1,-6.219226645E1
8.608549154E1,-6.117675894E1
8.619361846E1,-6.121317154E1
8.630233892E1,-6.201149523E1
8.641031775E1,-6.308592149E1
8.651893875E1,-6.258721670E1
8.662698942E1,-6.286537262E1
8.673576238E1,-6.384860289E1
8.684363021E1,-6.467326411E1
8.695221358E1,-6.425252220E1
8.706030783E1,-6.450619665E1
8.716934671E1,-6.467208054E1
8.727694517E1,-6.483004598E1
8.738253788E1,-6.443713841E1
8.749120008E1,-6.299738644E1
8.759596183E1,-6.384366498E1
8.770459913E1,-6.482413240E1
8.781039567E1,-6.444099992E1
8.791909192E1,-6.475074954E1
8.802689400E1,-6.412289979E1
8.813391971E1,-6.521235044E1
8.824245383E1,-6.556317334E1
8.835132750E1,-6.646149393E1
8.845648308E1,-6.742578087E1
8.856517287E1,-6.732325665E1
